trend,day_multiply_hour,month,tempoerature_1 (F),tempoerature_2 (F),tempoerature_3 (F),tempoerature_4 (F),tempoerature_5 (F),tempoerature_6 (F),tempoerature_7 (F),tempoerature_8 (F),tempoerature_9 (F),tempoerature_10 (F),tempoerature_11 (F)
19,19,1,40,47,45,46,39,46,46,43,44,46,50
43,38,1,50,53,45,50,42,55,49,47,47,52,53
67,57,1,64,63,59,65,58,63,64,64,66,64,68
91,76,1,67,64,59,68,51,65,68,66,64,66,63
115,95,1,63,49,48,64,46,59,53,61,48,59,50
139,114,1,39,26,37,41,35,37,37,40,33,37,25
163,133,1,30,24,26,31,26,30,27,29,29,30,24
187,152,1,35,29,31,35,31,31,34,35,33,32,29
211,171,1,31,26,27,32,24,31,29,30,26,30,27
235,190,1,18,18,15,20,15,21,18,19,17,20,15
259,209,1,26,30,26,28,26,29,28,27,30,29,33
283,228,1,45,45,45,50,44,50,50,49,48,50,44
307,247,1,48,43,44,51,42,52,47,52,43,53,39
331,266,1,33,38,26,38,26,41,34,38,36,40,37
355,285,1,28,31,24,31,23,38,34,34,34,39,30
379,304,1,30,29,26,33,26,34,30,32,29,32,27
403,323,1,34,36,33,42,32,42,37,39,35,42,34
427,342,1,40,40,36,49,35,49,38,53,36,49,36
451,361,1,30,25,26,32,26,33,30,30,29,32,23
475,380,1,29,23,27,30,26,30,28,28,27,29,23
499,399,1,27,27,26,29,26,32,28,28,28,30,27
523,418,1,45,37,41,51,39,46,47,50,42,46,35
547,437,1,24,27,21,32,20,31,29,28,27,31,25
571,456,1,25,33,20,31,20,39,25,28,26,36,28
595,475,1,22,16,19,19,19,17,19,19,18,17,16
619,494,1,37,27,31,30,31,25,22,26,21,24,24
643,513,1,36,29,36,32,35,31,28,29,29,30,26
667,532,1,31,28,27,33,26,34,29,32,30,34,26
691,551,1,37,38,32,44,32,43,39,54,37,46,38
715,570,1,28,23,26,31,24,34,28,35,27,34,21
739,589,1,27,25,23,30,22,30,28,20,27,29,25
763,19,2,28,33,29,30,29,33,31,21,29,31,31
787,38,2,34,38,32,38,31,39,37,26,33,36,37
811,57,2,41,42,40,45,40,44,37,55,39,47,41
835,76,2,36,36,38,41,38,42,38,39,36,40,37
859,95,2,35,32,34,38,33,39,36,41,33,38,31
883,114,2,41,37,40,52,40,39,36,43,33,38,37
907,133,2,42,32,40,47,39,40,41,46,38,40,32
931,152,2,30,34,32,34,31,36,35,35,35,37,35
955,171,2,44,40,44,46,44,42,46,48,46,44,42
979,190,2,45,43,47,50,44,49,47,51,46,50,41
1003,209,2,36,39,38,43,38,43,42,42,40,43,37
1027,228,2,38,37,38,39,38,38,41,41,40,39,41
1051,247,2,41,44,43,50,41,49,47,46,45,49,42
1075,266,2,47,45,46,50,46,48,47,51,45,48,44
1099,285,2,35,37,31,36,31,36,36,39,34,39,34
1123,304,2,29,33,30,31,28,32,31,33,30,32,32
1147,323,2,35,35,34,35,34,33,34,35,36,35,35
1171,342,2,38,43,39,41,39,46,43,43,43,46,42
1195,361,2,48,55,50,57,49,56,54,57,54,56,55
1219,380,2,52,61,46,63,45,62,63,63,61,63,59
1243,399,2,52,41,49,55,46,51,50,54,46,51,41
1267,418,2,40,41,43,48,43,47,44,49,43,47,40
1291,437,2,39,45,40,46,40,45,45,47,45,46,46
1315,456,2,43,42,43,49,38,49,41,50,40,48,40
1339,475,2,38,41,39,42,39,44,41,44,40,44,39
1363,494,2,37,36,36,38,35,37,37,38,37,37,37
1387,513,2,37,47,41,43,37,48,45,45,44,48,44
1411,532,2,42,53,51,50,51,53,53,51,52,53,55
1435,551,2,54,58,58,61,58,59,60,64,58,61,60
1459,19,3,58,63,57,65,56,64,66,69,65,66,64
1483,38,3,65,59,65,62,65,60,64,63,64,61,63
1507,57,3,56,60,60,63,58,65,64,63,63,65,62
1531,76,3,56,68,59,70,53,74,65,73,60,74,67
1555,95,3,74,72,66,76,67,73,75,78,73,74,74
1579,114,3,64,58,60,66,61,66,66,70,63,68,56
1603,133,3,48,54,51,57,49,62,60,61,59,62,55
1627,152,3,44,38,43,49,44,45,46,49,44,46,37
