trend,day_multiply_hour,month,tempoerature_1 (F),tempoerature_2 (F),tempoerature_3 (F),tempoerature_4 (F),tempoerature_5 (F),tempoerature_6 (F),tempoerature_7 (F),tempoerature_8 (F),tempoerature_9 (F),tempoerature_10 (F),tempoerature_11 (F)
8,8,1,33,28,30,29,33,36,30,33,31,33,30
32,16,1,47,43,43,48,44,44,45,48,41,46,47
56,24,1,47,48,45,49,45,42,42,47,45,44,56
80,32,1,62,58,55,61,58,58,62,60,61,60,62
104,40,1,64,60,55,65,44,65,54,64,47,65,58
128,48,1,39,32,33,42,34,36,34,33,35,34,32
152,56,1,26,15,20,22,20,20,19,19,19,19,15
176,64,1,22,18,20,19,25,25,20,19,21,24,17
200,72,1,31,26,29,32,29,30,29,30,29,30,27
224,80,1,17,11,9,19,8,17,12,18,11,16,8
248,88,1,15,2,9,11,9,7,10,9,5,5,1
272,96,1,35,32,31,33,31,32,32,33,31,33,36
296,104,1,31,43,33,26,32,42,34,30,32,37,36
320,112,1,27,22,22,23,21,25,22,20,22,24,21
344,120,1,38,36,28,42,23,43,35,39,32,43,33
368,128,1,21,17,14,21,13,25,18,18,15,22,14
392,136,1,26,19,19,19,20,23,19,16,17,20,15
416,144,1,37,38,35,37,35,38,38,37,35,38,37
440,152,1,27,24,24,28,24,30,24,24,26,27,22
464,160,1,25,13,21,21,22,18,21,19,19,17,16
488,168,1,22,11,17,18,18,16,14,13,13,15,11
512,176,1,31,28,27,29,28,29,22,27,26,27,30
536,184,1,21,15,17,25,17,25,18,20,14,23,14
560,192,1,27,26,18,26,18,29,25,25,23,26,25
584,200,1,18,13,11,21,11,21,16,19,15,21,11
608,208,1,28,20,20,26,20,18,17,20,17,18,18
632,216,1,36,28,34,29,33,27,23,27,22,26,23
656,224,1,29,20,26,25,26,24,21,24,20,24,20
680,232,1,24,29,17,34,22,34,23,55,23,39,28
704,240,1,33,28,24,42,22,37,28,54,26,38,25
728,248,1,20,8,15,20,15,16,13,17,15,16,8
752,8,2,21,8,17,21,17,19,16,9,13,17,4
776,16,2,20,11,17,18,17,19,16,7,13,15,7
800,24,2,47,34,37,45,39,39,32,29,31,34,33
824,32,2,36,27,33,29,33,32,26,22,28,29,31
848,40,2,27,25,27,26,29,29,22,23,22,27,17
872,48,2,49,34,40,47,42,36,33,38,32,35,35
896,56,2,41,37,38,47,38,42,36,39,33,40,37
920,64,2,31,25,28,29,28,30,28,30,28,30,24
944,72,2,28,19,28,28,28,27,28,28,27,28,22
968,80,2,40,34,37,39,38,36,37,37,35,36,36
992,88,2,37,31,34,38,36,35,32,35,29,33,30
1016,96,2,36,33,29,39,30,37,34,39,32,37,31
1040,104,2,32,33,32,31,32,35,27,30,27,33,33
1064,112,2,40,36,26,41,30,42,39,43,37,43,35
1088,120,2,37,30,30,41,30,38,34,37,32,36,25
1112,128,2,23,14,19,26,20,21,19,24,18,20,16
1136,136,2,32,23,25,31,23,26,26,30,23,26,20
1160,144,2,33,16,29,31,29,23,27,28,26,22,18
1184,152,2,38,35,34,36,34,37,38,40,36,39,31
1208,160,2,42,28,32,33,35,33,30,32,30,31,27
1232,168,2,55,46,53,56,53,55,55,59,50,56,45
1256,176,2,38,26,37,32,37,31,29,28,27,29,28
1280,184,2,34,23,27,27,29,30,27,26,24,28,20
1304,192,2,39,36,29,41,33,40,36,42,33,40,35
1328,200,2,30,25,26,32,27,30,28,33,31,30,27
1352,208,2,30,29,27,33,29,33,28,33,29,32,26
1376,216,2,37,31,31,37,33,37,33,36,32,37,29
1400,224,2,32,20,28,28,28,29,29,30,33,26,19
1424,232,2,31,22,26,27,28,30,25,25,23,27,19
1448,8,3,40,29,30,33,32,37,33,29,32,36,27
1472,16,3,61,56,56,61,57,59,61,62,57,60,56
1496,24,3,45,37,40,51,45,49,42,45,40,45,34
1520,32,3,55,52,51,54,48,53,55,53,55,54,56
1544,40,3,51,47,46,59,45,55,47,52,47,52,46
1568,48,3,67,59,64,69,63,67,66,71,62,69,59
1592,56,3,45,35,42,42,40,38,37,37,35,36,34
1616,64,3,43,36,42,40,42,41,40,37,38,41,36
