trend,day_multiply_hour,month,tempoerature_1 (F),tempoerature_2 (F),tempoerature_3 (F),tempoerature_4 (F),tempoerature_5 (F),tempoerature_6 (F),tempoerature_7 (F),tempoerature_8 (F),tempoerature_9 (F),tempoerature_10 (F),tempoerature_11 (F)
5,5,1,39,30,34,33,40,38,35,30,33,35,34
29,10,1,47,45,41,46,42,47,46,46,44,47,45
53,15,1,43,48,43,49,45,44,44,42,45,44,54
77,20,1,60,59,56,61,59,60,61,60,61,61,63
101,25,1,64,62,47,65,44,63,55,63,49,64,61
125,30,1,41,32,38,45,37,40,37,43,35,39,34
149,35,1,28,16,22,25,22,22,21,22,20,21,15
173,40,1,22,22,18,20,24,27,21,25,23,27,19
197,45,1,31,27,31,32,31,30,30,30,30,30,27
221,50,1,19,13,11,22,10,22,14,19,13,21,10
245,55,1,15,3,9,12,10,9,11,9,7,6,1
269,60,1,34,34,31,31,31,31,33,30,32,32,36
293,65,1,29,39,37,28,35,37,27,27,29,33,37
317,70,1,30,25,26,28,24,29,28,23,26,28,25
341,75,1,42,40,33,39,33,43,34,37,31,42,39
365,80,1,23,18,14,24,13,27,20,21,19,25,16
389,85,1,26,19,21,22,21,26,22,21,19,23,15
413,90,1,35,37,33,36,33,38,36,36,34,38,36
437,95,1,29,25,25,32,24,33,26,29,26,30,22
461,100,1,26,15,21,23,21,20,21,21,22,19,17
485,105,1,22,17,20,20,20,21,17,17,15,18,14
509,110,1,28,28,26,28,25,28,22,27,24,25,30
533,115,1,25,19,18,28,17,30,21,27,20,28,17
557,120,1,30,28,17,35,17,32,25,27,23,28,25
581,125,1,20,13,14,23,13,22,17,21,17,22,13
605,130,1,24,19,18,25,18,18,17,19,17,18,19
629,135,1,37,28,32,31,31,26,23,26,23,26,23
653,140,1,31,22,28,30,28,26,20,27,20,25,22
677,145,1,29,28,17,31,20,32,20,57,19,38,27
701,150,1,33,25,26,39,25,33,29,54,28,36,32
725,155,1,22,10,15,20,15,20,14,19,15,19,10
749,5,2,23,12,17,22,17,24,17,11,15,20,5
773,10,2,24,15,15,19,15,23,18,8,15,19,9
797,15,2,40,33,30,39,29,34,31,26,30,32,32
821,20,2,37,29,33,34,35,33,29,28,30,32,34
845,25,2,30,23,25,26,29,28,22,26,21,26,18
869,30,2,43,33,35,43,36,35,32,35,31,33,35
893,35,2,42,36,38,50,38,42,36,46,33,41,34
917,40,2,32,27,29,32,30,32,28,30,30,31,26
941,45,2,31,20,25,28,25,27,28,28,27,27,16
965,50,2,44,36,40,42,39,38,39,39,37,37,37
989,55,2,39,36,34,42,37,41,34,42,31,40,34
1013,60,2,34,33,29,38,31,38,35,37,32,37,30
1037,65,2,33,33,33,32,33,34,30,29,30,31,36
1061,70,2,36,38,33,37,30,41,39,37,41,38,37
1085,75,2,39,28,30,41,32,37,32,36,29,35,26
1109,80,2,28,18,22,29,22,26,23,29,21,25,17
1133,85,2,30,24,20,30,20,26,23,28,22,25,22
1157,90,2,35,20,31,33,31,27,29,33,28,25,21
1181,95,2,35,35,30,34,33,37,34,37,33,38,35
1205,100,2,41,29,33,33,36,33,35,32,33,32,29
1229,105,2,55,51,52,55,53,55,55,59,53,57,50
1253,110,2,40,27,39,35,39,31,29,28,28,29,33
1277,115,2,31,24,29,28,31,31,28,27,25,28,22
1301,120,2,38,35,34,41,36,40,38,42,35,40,37
1325,125,2,34,28,29,36,29,33,30,36,31,33,31
1349,130,2,32,28,27,32,27,33,28,33,28,32,23
1373,135,2,37,31,33,38,35,36,35,38,34,37,29
1397,140,2,33,23,29,32,31,30,30,34,30,28,22
1421,145,2,29,26,27,27,33,31,27,27,25,28,20
1445,5,3,46,36,32,38,35,42,37,36,33,40,33
1469,10,3,61,53,58,59,60,56,57,61,55,58,54
1493,15,3,51,38,46,54,49,51,45,53,43,49,37
1517,20,3,54,51,51,51,51,54,55,53,55,54,53
1541,25,3,48,51,46,55,45,59,49,53,49,57,46
1565,30,3,68,65,66,70,67,70,71,72,70,71,62
1589,35,3,47,40,46,46,45,43,41,40,38,42,38
1613,40,3,44,38,41,38,41,42,41,38,39,42,38
1637,45,3,37,33,33,32,36,35,28,30,29,34,32
