load (MW),Change1
1258.833334,1404.58
1511.416667,1285.85
1248.166667,1063.27
1224.083334,1095.22
1165.083334,1028.65
1463,1383.08
1956.75,2131.43
1937,1833.03
2081.666667,2146.08
2075.75,1842.27
1987.916667,2237.86
1357.5,1504.97
1244.083334,1407.21
1376.25,1462.65
1494,1319.27
1764.5,1921.15
1672.666667,1878.33
1674.083334,1551.43
1835,1979.67
1819.25,1730.85
2184.666667,2303.46
1410.333334,1513.62
1809,1996.85
1630.25,1715.95
2770.916667,2999.03
2735.083334,2451.93
2219.5,2207.59
2053.583334,2135.52
1609.416667,1369.57
1588.083334,1667.44
2143.833334,2287.38
1773.25,1726.72
1623,1698.92
1792.083334,1584.65
1331.416667,1136.26
1719.833334,1896.55
2130.833334,1962.29
1655.166667,1727.57
1690,1484.72
1660.333334,1797.74
1356.166667,1251.10
1404.416667,1526.62
1763.75,1803.91
1240.916667,1331.16
1641.833334,1538.24
1756.333334,1627.56
1695.833334,1617.54
1939.833334,1654.96
1376.833334,1383.20
1191.166667,1344.39
1123.25,1287.83
1379.75,1359.13
1394.333334,1601.14
1364.666667,1175.56
1336.666667,1261.71
1250.416667,1347.03
1847.416667,1749.07
1360.833334,1503.65
1320.75,1376.32
1236.583334,1161.01
1098.083334,1103.58
1113.166667,1097.81
1002,1042.49
1012,933.94
1017.166667,987.56
1245.25,1340.04
1137.083334,1191.73
1415.666667,1379.96
