load (MW),Change1
1364.5,1476.01
1547,1730.96
1329.166667,1332.50
1217.083334,1143.21
1159,1195.20
1453.916667,1281.05
2103.583334,2230.31
1924.166667,1689.19
2137.333334,2338.05
2251.416667,2363.59
2213.416667,2327.15
1450,1335.60
1329.083334,1159.46
1495.5,1443.18
1594.583334,1381.09
1834.666667,1778.97
1807.333334,1655.93
1768.916667,1581.64
1960.416667,1861.76
1984.25,1770.53
2263.666667,1964.33
1543.5,1376.83
1960.5,1727.51
1683.333334,1664.45
2732.666667,3138.90
2795.5,3134.41
2264.75,2236.23
2180.916667,2014.40
1705.166667,1598.20
1641.083334,1570.84
2392.083334,2656.59
1957.25,2036.31
1802.25,1897.36
1918.083334,1792.29
1462.916667,1392.67
1821.583334,1681.87
2193.083334,1987.24
1743.25,1869.96
1806.416667,1789.70
1800.833334,1760.84
1493,1321.55
1511.916667,1466.96
1816.25,2052.39
1337.333334,1174.90
1686.166667,1649.35
1805.5,1704.50
1822.666667,1739.28
2096.333334,1814.30
1490.416667,1519.22
1288.833334,1189.45
1194.833334,1207.95
1409.416667,1382.81
1509.833334,1594.38
1468.666667,1485.65
1373.583334,1564.74
1366.666667,1200.02
1921.416667,1657.06
1515,1415.68
1446.75,1268.61
1254.166667,1199.16
1193.083334,1019.29
1101.666667,947.25
1065.75,1011.38
1035.416667,1005.93
1071.166667,994.25
1294.583334,1311.14
1193.583334,1206.10
1435.583334,1271.58
