load (MW),Change1
1370.833334,1281.55
1169.833334,1025.56
1189.333334,1212.58
867.9166665,949.22
860.0833335,786.13
1306.833334,1378.91
2203.916667,2008.66
2093.5,2098.74
1754.666667,1584.21
1958.916667,1744.80
2604,2664.92
1916.583334,2177.52
1436.916667,1295.60
1503.166667,1553.89
1387,1536.67
1914.583334,1761.39
1860.25,1629.59
1423.75,1358.97
1627.25,1665.99
2237.583334,2425.16
2109.75,2316.16
2030.5,2187.78
1863.166667,1592.47
1736.333334,1936.25
1853,1769.57
2496.166667,2865.63
2053.083334,1804.13
2075.25,1778.41
1956.416667,2186.78
1632.75,1768.05
2420.916667,2455.40
2156.333334,2293.28
1960.166667,1939.60
1652.25,1799.08
1544.166667,1498.13
1782.416667,1730.11
1826.916667,1669.49
1562.75,1413.33
1879,1805.15
1805.416667,2070.69
1595,1819.96
1498.083334,1311.14
1533.583334,1674.77
1750.333334,1648.60
1396.166667,1460.96
1512.5,1617.25
1849,1646.60
2050.416667,2289.39
2045.5,2232.37
1520.166667,1432.58
1331.416667,1241.85
1020.916667,1111.09
1464.5,1681.62
1601.166667,1588.96
1414.25,1399.52
1454.25,1264.11
1643.166667,1808.31
1564.083334,1710.79
1669.25,1870.00
1443.25,1533.78
1118.75,957.75
937.0833335,998.80
995.6666665,1018.06
837.1666665,713.30
782.9166665,825.77
812,834.29
859.8333335,876.20
1121.666667,1088.66
1411.666667,1223.44
