load (MW),Change1
1612.916667,1430.49
1590.75,1416.54
1516.416667,1297.69
1065,966.88
1271.583334,1100.10
2065.75,2293.97
2933.416667,2917.58
2690.75,2762.17
2297.5,2424.59
2520.166667,2759.30
3298.666667,3554.02
2347.916667,2052.02
2066.166667,2286.58
2395.416667,2192.67
2038.166667,2249.20
2663.5,2439.27
2225.25,2330.21
1656.25,1467.97
2321.833334,2017.59
2921,2835.20
2789.166667,3098.58
2531.333334,2636.00
2788.916667,3207.12
2079.166667,2179.84
2399.75,2382.13
2867.416667,2699.90
2352,2635.76
2751.5,3066.27
2353.25,2528.13
2145.75,1831.36
3203.166667,3225.27
2759.25,2364.61
2884.083334,3210.94
2174.333334,2030.27
2259.75,2287.21
2457.666667,2220.00
2227.916667,2156.46
1945,1931.05
2316.666667,2027.95
2489.583334,2144.13
2088.916667,2080.41
2064.583334,2357.89
2086.75,1996.22
2268.25,2577.49
1751.333334,1512.55
1960.666667,1862.34
2532.916667,2889.64
2523.166667,2351.87
2740.5,2880.83
2117.75,1857.13
2137.333334,1894.57
1411.916667,1250.17
1956,1796.62
2342.083334,2354.02
1934.916667,1683.52
2264,2591.64
2274.25,2227.10
2107.5,2159.50
2252.416667,2035.14
2045.583334,2014.60
1883.25,1925.31
1351.416667,1338.65
1569.083334,1612.29
1342.666667,1187.95
1236.833334,1338.01
1028.583334,1020.98
1415.333334,1549.35
1838.666667,1615.15
