load (MW),Change1
1408.666667,1227.75
1465,1371.89
1189.833334,1283.52
1269.833334,1456.48
1534.666667,1442.81
2387.75,2619.29
2392,2106.81
2127.416667,2176.59
2193.916667,2190.77
2558.166667,2477.22
2145.916667,1860.69
1719.083334,1600.42
1717.583334,1675.16
1839.666667,2043.92
2132,2196.48
2034.916667,1864.74
1689.25,1936.79
1759.083334,1737.81
2475.083334,2757.92
2379.666667,2180.24
2298.833334,2295.67
1986.833334,2088.37
2002.75,1868.72
1896.583334,2007.26
2746.25,2415.05
2348.916667,2330.05
2207.083334,1930.69
2236.083334,2188.03
1949.916667,2083.88
2374.333334,2481.55
2286.666667,2543.48
2016.5,2020.57
1989.916667,1737.12
1864.333334,2020.58
1938.583334,1874.40
2094.583334,1802.02
1890.333334,2090.12
2039.25,1838.78
2011.25,1826.75
1897.75,1766.64
1767.916667,1977.87
1861.25,1865.16
2054.583334,2247.93
1676.333334,1463.31
1637.916667,1805.51
1969.833334,1899.45
2258.833334,1991.18
2173.583334,1899.54
1885.333334,1686.37
1519.416667,1475.48
1313.5,1169.71
1668.25,1877.29
1706.666667,1876.43
1698.083334,1584.06
1659.666667,1611.59
1868.083334,2123.74
1955.25,1935.40
1731,1659.45
1467,1375.30
1407.333334,1481.23
1336,1407.06
1338.25,1510.91
1255.666667,1077.75
1238.833334,1236.10
1187.5,1164.54
1179.083334,1299.37
1060.166667,1047.32
1787.666667,1898.38
