load (MW),Change1
1376.416667,1175.02
1168.25,1231.50
1175.75,1311.67
828.5833335,796.02
842.25,925.51
1344.333334,1234.71
2273.833334,2102.39
2122,1822.97
1770.083334,1611.93
2005.583334,2017.41
2701.916667,3060.44
1907.916667,1904.43
1457.416667,1647.72
1556.833334,1436.09
1350.333334,1333.52
1963.25,1958.01
1873.166667,1970.10
1404.416667,1401.94
1672.75,1789.44
2283.166667,2456.25
2126.333334,2297.34
2067.083334,2063.24
2045.583334,2289.20
1765.333334,1799.70
1934.25,2109.27
2533.166667,2560.16
2073.916667,1968.98
2133.25,2235.42
1960.916667,2134.53
1658.166667,1746.12
2515.583334,2843.80
2200.416667,2264.90
2024.583334,1927.18
1716.166667,1910.94
1571.583334,1748.63
1831.833334,1839.36
1839.083334,1652.88
1574.333334,1345.13
1901.333334,1890.50
1851.083334,1666.54
1618.333334,1637.65
1483.833334,1261.66
1550.5,1605.55
1791.666667,1549.68
1418,1529.23
1525,1676.83
1911.333334,1659.20
2046.916667,1742.64
2100.166667,1841.31
1563.166667,1679.32
1397.583334,1272.83
1012.25,945.20
1484.916667,1429.36
1640.666667,1674.05
1403.25,1385.79
1518.416667,1706.34
1674.083334,1621.29
1583,1703.89
1738.333334,1948.08
1506.333334,1313.51
1170.5,1056.74
931.25,1001.51
1009.75,859.08
835.5833335,959.99
764.5833335,805.87
784.5,750.93
873.3333335,975.36
1170.916667,1330.94
1442.083334,1584.16
