load (MW),Change1
1627.833334,1561.42
1631.416667,1539.23
1592.416667,1522.37
1259,1253.77
1170.416667,1065.15
1918.666667,1640.66
2700.416667,2671.44
2414,2336.25
2285.166667,2077.26
2698.916667,2365.14
3269.25,3719.66
2082.666667,1825.79
1874.75,1866.80
2181.5,2124.81
1876.5,1741.56
2418.333334,2153.44
2278.333334,2582.00
1816.25,2044.45
2320.166667,2088.47
2623.583334,2590.97
2555.833334,2388.50
2184,2073.34
2549.166667,2661.05
2094.333334,1946.74
2626.5,2394.51
2921.583334,3110.71
2363.5,2127.56
2660.25,2382.57
2200.75,2509.88
2033.083334,1808.70
3132.75,2974.61
2779.916667,3100.41
2596.333334,2331.26
2156.583334,2279.33
1990.25,1829.89
2283.75,1965.52
2214.916667,1983.11
2012.25,2033.55
2343.25,2020.52
2260.833334,2065.14
1893.666667,1724.80
1900.416667,1687.60
1917.75,1693.01
1934.583334,1652.17
1869.916667,1631.64
2027.166667,2095.46
2389.083334,2310.71
2471.916667,2147.86
2336.916667,2574.78
1778,1905.29
1828.666667,1823.59
1502.916667,1530.56
2015.833334,2035.11
2072.916667,2045.52
1799.833334,1724.55
1893.833334,1646.25
2114.75,2206.99
1889.166667,1759.56
2081.166667,1966.45
2009.833334,2231.78
1596.833334,1807.73
1185.25,1099.85
1379.916667,1196.10
1181,1171.12
1165.5,1318.17
1178.666667,1113.41
1480.916667,1296.81
1683.083334,1555.30
