load (MW),Change1
1550.916667,1551.31
1670.583334,1615.74
1501,1688.92
1306.666667,1497.59
1167.416667,1002.96
1717.75,1950.67
2474.5,2364.51
2142.083334,2219.89
2240.083334,2535.54
2660.5,2682.28
2882.75,3044.37
1812.666667,1898.78
1656.583334,1866.44
1894.25,1835.99
1768.083334,1539.95
2212.166667,2367.67
2156,2045.19
1883.916667,1852.12
2194.583334,2450.05
2338.166667,2405.89
2443.583334,2102.64
1883.75,1903.56
2347.666667,2281.12
1939.166667,2182.67
2695.5,2433.87
2910,2666.02
2337.166667,2269.28
2445.666667,2170.12
2012.25,1980.83
1806.416667,2014.10
2909.25,3240.21
2470.583334,2673.38
2380.583334,2116.85
2121.5,2385.23
1743.416667,1965.28
2154.916667,2320.64
2211.166667,2404.27
2021.416667,2074.71
2193.416667,2390.60
2084.333334,2252.88
1764.583334,1949.83
1781.583334,1639.85
1873.583334,1919.45
1663.583334,1653.76
1851.666667,2084.19
2005.416667,1984.62
2180.083334,2319.44
2351.166667,2593.98
1968.833334,2066.06
1563.916667,1387.85
1506.166667,1655.45
1478.25,1273.91
1884.5,1651.43
1739,1754.14
1645.083334,1709.79
1623.5,1584.81
2044.833334,1878.77
1728.916667,1673.45
1836.916667,1838.17
1789.25,1882.35
1415.666667,1620.22
1116.166667,1152.49
1216.583334,1136.65
1120.25,1164.02
1135.166667,1261.93
1289.5,1467.39
1401.583334,1428.61
1558.75,1531.27
