load (MW),Change1
1126.5,1211.53
1343.916667,1411.77
1125.583334,1069.05
1183.916667,1114.65
1153.75,1308.00
1563.5,1458.47
1718.083334,1470.27
1868.416667,2147.08
2079.583334,2060.30
1854.75,1774.09
1778.75,1595.17
1203,1231.92
1159.916667,1308.37
1251.583334,1126.92
1376.416667,1229.19
1501.25,1624.91
1633.25,1581.86
1596.5,1513.60
1665.833334,1506.26
1695.75,1821.83
1935.583334,2007.45
1439,1388.83
1630.416667,1724.88
1484.083334,1282.59
2742.25,2678.98
2564,2550.91
2133.666667,1863.53
1881.416667,1685.32
1422.666667,1423.42
1546.666667,1547.44
1776.25,1734.94
1462.416667,1640.94
1489.666667,1553.00
1376.916667,1544.55
1183.75,1195.46
1758.166667,2017.22
2049.916667,1912.83
1682.333334,1737.25
1430.833334,1581.69
1540.916667,1661.78
1251.416667,1401.09
1305.166667,1195.27
1611.916667,1497.35
1133.333334,1056.79
1490.583334,1461.83
1620.333334,1403.19
1575.583334,1356.84
1594.25,1482.06
1259.333334,1224.51
1060.75,999.20
1026.25,1104.69
1266.25,1405.20
1245.083334,1182.63
1223.916667,1257.81
1285.333334,1257.77
1134.666667,1273.99
1794.833334,1773.61
1168.75,1128.21
1168.083334,1326.92
1114.666667,1082.06
1021.833334,935.35
1079.25,944.16
990.0833335,985.97
1002,963.27
1000,1147.89
1137.75,1191.64
1037.083334,926.51
1372.083334,1443.12
