load (MW),Change1
1406.083334,1562.44
1207.416667,1074.58
1173.416667,1177.62
821.5833335,926.53
838.75,916.75
1396.75,1552.26
2326.916667,2219.05
2142.916667,2360.20
1838.5,1648.25
2065.5,1888.52
2798.333334,2890.46
1936.333334,2079.79
1489.916667,1472.95
1621.833334,1801.04
1372.166667,1382.35
2016,2265.23
1920.166667,1814.12
1418,1553.03
1738.666667,1990.15
2333.916667,2532.94
2154.583334,2320.53
2097.583334,2371.51
2134.666667,2390.85
1763.833334,1933.14
1965.083334,1941.75
2568.416667,2408.71
2059.5,2149.65
2185,2038.88
1984.083334,1784.87
1685,1673.50
2612.25,2698.63
2266.916667,2191.46
2111.416667,2021.55
1778.916667,1543.96
1600.083334,1368.75
1880.916667,1985.98
1868.75,1993.48
1581.5,1816.22
1908.416667,1717.58
1914.75,2153.64
1620.583334,1604.08
1505.666667,1509.73
1558.75,1672.39
1797.916667,1911.70
1427.333334,1627.14
1576.166667,1592.49
1995.166667,2005.75
2061,1859.58
2187.083334,1954.05
1608.916667,1580.19
1474.166667,1354.54
1012.916667,922.30
1516.416667,1700.09
1679.5,1626.90
1432.583334,1296.43
1583.333334,1767.52
1727.583334,1509.91
1624.416667,1862.53
1787.666667,1725.07
1580.083334,1660.44
1227,1090.19
935.75,935.40
1035.916667,1030.81
858.8333335,931.35
776.9166665,826.86
787.4166665,811.84
897.3333335,871.71
1198.083334,1046.53
1501.916667,1549.74
