load (MW),Change1
1094.833334,947.27
1287.333334,1263.16
1117.833334,999.95
1134.5,1301.31
1195.833334,1094.34
1596.833334,1558.26
1751.083334,1670.90
1906.916667,1993.74
2077.666667,1842.80
1871.416667,1989.38
1781.333334,1993.50
1177.166667,1038.54
1164.333334,1185.07
1279.083334,1231.20
1417.75,1371.63
1495.5,1670.51
1667.75,1633.36
1568.416667,1463.68
1709.916667,1499.03
1737,1614.72
1788.166667,1584.76
1498.75,1372.46
1622.666667,1651.07
1471.833334,1619.95
2760.666667,2654.90
2545.75,2895.13
2119.916667,2347.72
1841.333334,1850.11
1429.083334,1320.98
1704.916667,1485.18
1715.916667,1672.66
1432.583334,1399.51
1568.25,1670.04
1348.333334,1493.14
1170.5,1260.49
1837.666667,1945.53
2090.166667,1990.36
1724.5,1492.33
1396.333334,1297.02
1601.75,1681.83
1302.333334,1253.35
1345,1403.17
1547.416667,1423.75
1133.583334,1165.06
1528.5,1748.07
1654.666667,1829.30
1567.25,1761.26
1526.5,1704.72
1302.083334,1376.03
1068.333334,913.26
1029,1028.11
1288,1133.40
1205.916667,1146.65
1272.75,1354.74
1335.25,1155.62
1187.916667,1093.20
1871.25,1759.07
1174.166667,1201.15
1143.916667,1156.76
1072.833334,965.85
996.25,1135.47
1107.833334,983.86
1012.916667,961.34
1026.25,937.30
1017.666667,975.17
1111,1023.74
1010.5,1087.36
1396.75,1472.76
