load (MW),Change1
1229.166667,1372.45
1271.5,1194.27
1035.333334,1126.34
977.25,858.84
1334.833334,1462.11
2208.916667,1895.47
2142.333334,2241.80
1856.5,1747.19
1985.333334,1784.50
2504.666667,2170.81
1973.583334,1742.07
1474.833334,1590.42
1509.833334,1597.05
1527.75,1343.20
1913.166667,1870.39
1921.416667,1873.56
1518.166667,1667.72
1655.75,1806.38
2247,2445.03
2156.916667,2029.85
2047,2227.43
1356.083334,1184.83
1799.5,1642.35
1819.333334,2035.50
2527.083334,2823.25
2126.083334,1850.29
2030.833334,1786.47
2026.166667,1818.42
1707.5,1504.22
2316.166667,2606.02
2159.333334,2000.77
1979.833334,2187.17
1736.916667,1530.15
1622.75,1464.10
1780.666667,1908.29
1836.75,1974.78
1684.5,1624.24
1976.25,1760.35
1851.916667,1835.32
1646.833334,1465.42
1523.416667,1743.94
1615.5,1657.47
1814.916667,1909.82
1508.25,1504.22
1514.583334,1682.68
1872.583334,1901.39
2093.083334,2242.39
1996.75,2206.77
1594.583334,1754.46
1341.916667,1542.12
1136.833334,989.35
1526.25,1601.40
1546.166667,1752.44
1504.166667,1635.26
1410.5,1598.72
1671.583334,1874.03
1657.25,1896.93
1653.75,1863.41
1418.583334,1390.09
1210.75,1250.30
1052.666667,1027.52
1065.5,930.90
936,1065.63
928,834.13
957.1666665,1064.53
976.5833335,1035.05
1041.583334,1149.03
1464.75,1466.20
