load (MW),Change1
1512.5,1681.84
1574.583334,1429.48
1416.333334,1323.45
1452.5,1522.90
1565.5,1677.53
2338.333334,2136.44
2473.75,2741.86
2282.833334,2030.16
2398.666667,2310.51
2460.5,2163.35
2258.25,2201.00
1713.416667,1790.99
1732.666667,1592.94
1907.833334,2177.62
2080.333334,2012.02
2070.25,2365.01
1877.25,1633.67
1828.083334,2085.01
2396.083334,2434.49
2367.583334,2249.19
2338.416667,2292.68
1990.916667,2262.90
2119.333334,1892.46
1870.75,2049.34
2956.333334,2812.40
2661.75,2319.11
2397.333334,2288.96
2355.75,2296.15
1962.916667,2086.38
2306.5,2016.98
2211.333334,2031.38
1924.666667,2006.40
2076.75,2379.74
1836.583334,1928.68
1801.583334,1572.89
2255.416667,2398.44
2178.416667,2089.07
2110.25,1870.06
1920.75,1696.57
2002.5,1794.03
1786.25,1965.38
1871.416667,1678.70
1958.75,2046.59
1567.333334,1557.18
1719.333334,1508.47
2070.083334,1937.18
2173.5,2286.07
2120.833334,1929.13
1850.25,2001.45
1436.083334,1624.79
1326.083334,1242.45
1600.25,1766.20
1570.916667,1546.00
1737.583334,1888.74
1669.416667,1667.87
1720.75,1826.26
2118.75,2104.73
1564.583334,1785.44
1374.833334,1206.47
1396.916667,1383.83
1367.583334,1375.45
1391.833334,1357.97
1290.166667,1211.37
1292,1392.45
1236.916667,1420.06
1228.75,1225.85
1205.333334,1283.27
1835.333334,1702.72
