load (MW),Change1
1346.833334,1361.41
1372.25,1367.04
1109.583334,961.41
1131.666667,992.19
1417.166667,1296.87
2283.833334,2420.34
2255.75,2337.71
1989.083334,2251.63
2080.583334,2208.02
2517.333334,2892.41
2067.75,2189.31
1566.416667,1790.83
1594.583334,1629.84
1699.083334,1673.69
2004.416667,2102.29
1978.666667,1692.27
1601.25,1384.41
1730.833334,1777.44
2366.916667,2081.45
2273.5,2195.52
2161.416667,1853.39
1456.666667,1339.20
1890.833334,2151.96
1887.666667,1901.12
2607.166667,2406.49
2204.5,2236.07
2122.833334,1911.02
2108.083334,2051.93
1811.416667,1550.66
2349.25,2051.09
2195.833334,2299.79
2003.333334,2076.06
1868.5,1851.76
1749,1872.04
1860,2068.09
1956,1814.55
1779.25,1853.18
2021.583334,1935.70
1924.083334,1968.88
1761.666667,1537.78
1634.333334,1694.63
1744.75,1541.06
1927.333334,1967.25
1623.666667,1777.97
1600,1477.60
1917,1820.16
2164.75,1894.41
2058.083334,2253.54
1727.916667,1861.10
1425.25,1307.10
1215.083334,1048.58
1608.5,1616.13
1625.75,1836.72
1611.333334,1460.28
1505.833334,1703.74
1768.333334,1608.38
1801.5,1573.29
1692.833334,1761.75
1433.666667,1231.08
1312.75,1321.18
1173.083334,1033.40
1192.5,1078.07
1077.583334,942.85
1080.333334,1236.00
1069.083334,1215.88
1067.083334,1178.40
1163.166667,1026.25
1599.666667,1564.40
