load (MW),Change1
1493.75,1710.92
1536.916667,1739.03
1283.833334,1399.74
1386.083334,1191.71
1599.333334,1494.59
2409.916667,2283.09
2483.833334,2684.07
2240.833334,1944.00
2275.916667,2007.74
2571.5,2806.09
2245.166667,2280.43
1791.916667,1963.22
1788.666667,1933.02
1912.416667,2185.26
2176.166667,2124.48
2086.333334,1928.40
1805.916667,1916.15
1829.666667,1928.91
2518.5,2248.65
2454.833334,2733.79
2369.5,2660.75
2039.416667,2306.64
2097.916667,2006.69
1914.75,2143.20
2846.166667,2924.10
2464.75,2826.82
2307.166667,2174.70
2322.166667,2634.23
2009.75,2290.15
2387.083334,2151.05
2297.5,2623.95
2012.083334,1789.47
2032.166667,1776.01
1890.083334,1724.98
1956.75,2161.19
2196.666667,2115.39
2007.083334,1939.57
2095.916667,2244.19
2080.75,2320.84
1988.416667,1930.50
1826.583334,1844.34
1929.25,2037.73
2092.083334,2393.93
1704.083334,1780.03
1670.833334,1607.18
2021.5,1751.95
2316.25,2649.73
2214.166667,2302.43
1953.75,2196.81
1554.583334,1534.10
1351.5,1215.52
1677.5,1454.87
1753.166667,1777.96
1796.083334,2025.31
1730.833334,1944.23
1883,2154.58
2059.5,2295.63
1734,1614.14
1479.5,1362.47
1489.333334,1478.55
1405.833334,1550.80
1410,1295.22
1354.166667,1162.77
1345.333334,1191.90
1238.166667,1255.78
1238.083334,1253.32
1055,977.50
1898.833334,2177.53
