load (MW),Change1
1547.833334,1741.34
1483.333334,1435.40
1378,1298.49
918,1032.10
1237.25,1054.56
1995.666667,1911.76
2908.333334,2900.88
2651.25,2755.90
2268.333334,2529.95
2380,2038.68
3127.083334,2899.60
2345.416667,2044.48
2003.5,2038.39
2325,2251.89
1946.416667,1689.95
2589.416667,2269.44
2084.416667,2337.06
1489.333334,1420.10
2198.083334,2150.18
2885.916667,2591.26
2745.166667,2786.23
2566.5,2427.88
2739.583334,2379.22
1951.5,2045.45
2225.416667,1974.32
2760,2919.29
2272.416667,2121.13
2634.25,2740.30
2281.916667,2537.50
2092.166667,1995.77
3049.166667,3309.23
2560.666667,2704.89
2809.166667,2466.96
2105.333334,1793.87
2199.166667,1995.41
2399.166667,2158.70
2187.75,2491.90
1784.416667,1621.45
2144.5,2232.91
2457.583334,2608.41
2067.75,2189.29
2008.666667,1929.94
2025,1743.62
2268.75,2171.69
1623,1506.65
1793.833334,1831.51
2377.666667,2175.56
2437.25,2299.90
2748.5,2847.62
2150.25,2365.87
2074.666667,2283.32
1234.333334,1227.03
1776.75,1885.20
2302.5,2587.13
1908.083334,1952.37
2234.083334,2350.96
2244.75,2269.79
2108.166667,2034.97
2154.75,2341.05
1908.833334,2162.88
1905.5,1898.57
1364.833334,1246.31
1559.583334,1389.31
1304.166667,1470.34
1224.666667,1342.73
918.5833335,953.60
1212.416667,1190.61
1751,1779.41
