trend,day_multiply_hour,month,tempoerature_1 (F),tempoerature_2 (F),tempoerature_3 (F),tempoerature_4 (F),tempoerature_5 (F),tempoerature_6 (F),tempoerature_7 (F),tempoerature_8 (F),tempoerature_9 (F),tempoerature_10 (F),tempoerature_11 (F)
23,23,1,40,46,30,39,31,43,41,43,37,44,45
47,46,1,45,51,41,48,42,50,45,43,45,48,50
71,69,1,63,61,59,62,59,58,63,61,62,60,64
95,92,1,65,62,48,64,47,63,59,63,52,64,61
119,115,1,47,40,45,58,44,52,47,53,43,51,41
143,138,1,32,20,28,35,27,28,27,31,26,28,19
167,161,1,30,22,22,27,24,27,22,24,23,27,20
191,184,1,35,27,30,31,30,30,30,30,31,30,29
215,207,1,27,24,20,31,18,28,25,28,23,27,19
239,230,1,18,8,12,17,12,15,12,16,10,14,5
263,253,1,28,31,27,27,28,28,29,27,30,29,31
287,276,1,41,42,44,38,44,42,37,35,40,40,41
311,299,1,39,36,34,42,34,44,36,39,35,41,35
335,322,1,36,36,30,34,30,35,31,35,32,36,38
359,345,1,30,26,21,25,21,34,27,29,28,33,24
383,368,1,29,21,24,23,23,27,22,20,23,24,18
407,391,1,34,34,29,40,29,39,35,39,33,39,34
431,414,1,37,31,33,39,33,39,34,36,34,39,31
455,437,1,28,20,24,29,24,27,24,28,23,27,19
479,460,1,28,19,24,25,23,24,23,25,22,25,18
503,483,1,21,21,20,25,20,25,21,20,19,23,24
527,506,1,39,30,33,43,32,40,36,40,34,37,27
551,529,1,25,27,17,30,17,29,27,30,26,31,25
575,552,1,25,23,14,26,18,27,21,25,22,27,17
599,575,1,22,17,20,22,20,17,18,18,18,17,16
623,598,1,37,27,31,31,31,26,23,26,23,26,24
647,621,1,31,28,31,32,29,32,28,31,28,33,26
671,644,1,30,25,25,31,25,33,24,71,26,42,24
695,667,1,32,34,29,39,27,37,35,52,34,38,33
719,690,1,27,18,20,26,19,28,21,23,22,26,16
743,713,1,26,14,20,22,20,24,20,11,18,20,12
767,23,2,24,21,21,23,21,28,23,13,20,24,15
791,46,2,32,35,27,31,29,35,30,22,28,32,36
815,69,2,39,36,35,41,36,39,32,54,36,41,39
839,92,2,30,28,28,30,32,35,29,29,28,32,26
863,115,2,38,32,32,37,33,36,32,38,31,36,32
887,138,2,46,36,41,54,42,41,36,45,33,40,36
911,161,2,38,30,35,41,35,35,37,41,34,36,30
935,184,2,25,24,24,27,25,28,27,27,27,27,23
959,207,2,42,38,42,44,43,40,43,45,41,42,40
983,230,2,47,38,35,50,40,44,44,46,39,41,36
1007,253,2,31,30,27,38,30,35,33,36,32,34,29
1031,276,2,35,34,34,37,34,34,32,34,31,33,34
1055,299,2,37,36,30,36,31,40,36,36,34,38,36
1079,322,2,43,34,39,46,36,42,38,47,34,42,34
1103,345,2,29,27,28,32,27,31,30,32,28,31,26
1127,368,2,27,19,23,27,24,22,23,25,22,21,24
1151,391,2,35,28,33,35,33,30,33,35,30,32,29
1175,414,2,37,35,33,34,34,39,32,28,29,35,34
1199,437,2,38,36,32,42,35,43,39,45,37,42,37
1223,460,2,52,55,46,58,48,58,60,60,58,59,55
1247,483,2,44,37,42,49,44,44,43,48,39,43,36
1271,506,2,38,30,35,35,36,37,34,35,31,34,31
1295,529,2,38,34,35,43,36,40,38,40,35,39,37
1319,552,2,40,36,37,43,37,42,37,42,37,41,37
1343,575,2,30,32,33,33,32,36,30,31,31,35,29
1367,598,2,37,34,33,37,33,36,36,38,36,37,34
1391,621,2,28,31,30,35,29,37,36,32,37,35,34
1415,644,2,30,32,35,32,40,35,34,30,32,33,30
1439,667,2,51,44,41,56,42,53,47,55,42,53,39
1463,23,3,54,53,45,63,50,59,56,61,59,58,54
1487,46,3,61,51,58,63,58,58,58,63,54,58,48
1511,69,3,52,55,48,54,51,58,56,59,55,58,55
1535,92,3,50,60,49,60,47,65,57,62,54,64,54
1559,115,3,72,66,70,72,71,71,72,73,71,72,68
1583,138,3,57,51,53,63,54,59,57,61,54,59,50
1607,161,3,49,42,44,45,44,46,42,43,43,46,43
1631,184,3,43,34,40,42,40,36,37,37,36,36,35
