load (MW),Change1,Change2,Change3,Change4,Change5
1346.833334,1225.62,1397.22,1514.51,1511.59,1390.65
1372.25,1225.67,1202.74,1202.66,1423.10,1457.81
1109.583334,1175.91,976.39,1155.43,978.93,1099.16
1131.666667,1139.05,1175.41,1215.47,1221.81,1070.79
1417.166667,1316.04,1359.93,1563.29,1544.67,1542.67
2283.833334,2049.10,2124.34,2486.49,2353.82,2573.27
2255.75,2296.86,2407.84,2209.01,2146.25,1950.68
1989.083334,1952.35,1809.87,2061.82,1893.29,1800.79
2080.583334,2264.90,1810.31,1838.56,1858.80,2049.71
2517.333334,2649.50,2889.26,2889.81,2370.14,2395.41
2067.75,1881.66,2340.46,1879.53,2328.83,2148.24
1566.416667,1356.62,1675.29,1672.48,1549.18,1710.75
1594.583334,1419.81,1438.45,1431.99,1758.42,1788.01
1699.083334,1871.04,1864.60,1583.40,1882.90,1564.12
2004.416667,2283.56,1850.83,1715.42,2158.29,2302.30
1978.666667,1764.96,2109.65,2003.39,1790.36,2004.01
1601.25,1507.37,1388.85,1384.64,1412.09,1368.77
1730.833334,1985.07,1575.76,1710.72,1908.00,1581.22
2366.916667,2063.02,2530.16,2345.24,2292.14,2256.36
2273.5,2205.33,2512.66,2353.30,2066.80,2032.49
2161.416667,2196.30,2019.94,2312.01,2002.09,2183.79
1456.666667,1496.01,1625.49,1297.06,1287.27,1660.24
1890.833334,1943.70,2087.24,1775.67,1863.66,1884.17
1887.666667,2119.75,1788.57,1936.97,1617.55,2032.51
2607.166667,2268.32,2455.36,2277.19,2734.33,2962.00
2204.5,2432.97,2175.78,2021.84,2037.03,2491.99
2122.833334,2086.45,2313.18,1900.87,2084.69,2258.40
2108.083334,2404.99,2401.64,1867.51,2414.21,1966.31
1811.416667,1951.46,1702.41,1862.42,1615.90,1790.00
2349.25,2408.58,2382.20,2153.17,2104.12,2693.40
2195.833334,2131.34,2024.94,2070.40,2295.26,2111.89
2003.333334,1990.75,1986.23,1926.39,2100.05,2007.31
1868.5,1610.55,2048.88,1988.22,1680.53,1950.14
1749,1852.38,1844.99,1744.48,1946.84,1669.86
1860,1817.29,2011.72,1920.34,1650.29,1976.08
1956,1851.92,1894.12,1694.13,1731.67,1784.30
1779.25,1628.98,1791.64,1975.26,1778.08,1754.56
2021.583334,2085.37,2251.85,1737.21,1947.39,1982.56
1924.083334,1767.26,1953.41,1636.47,2039.91,2146.37
1761.666667,1849.81,1846.60,1653.06,1816.53,1507.40
1634.333334,1657.17,1658.42,1655.98,1416.26,1878.98
1744.75,1613.92,1500.89,1688.17,1506.47,1988.63
1927.333334,2016.42,1754.06,1817.01,1716.55,1789.87
1623.666667,1801.80,1593.34,1845.87,1789.40,1788.82
1600,1449.54,1616.10,1465.24,1471.13,1413.81
1917,2045.99,1752.14,2117.42,1851.13,1815.11
2164.75,2078.22,2425.15,2059.20,2148.52,2007.13
2058.083334,2248.98,1926.23,1878.51,1881.98,1892.77
1727.916667,1935.23,1824.38,1483.06,1823.98,1873.67
1425.25,1513.11,1502.86,1430.15,1420.98,1349.32
1215.083334,1050.79,1141.64,1322.12,1343.02,1271.10
1608.5,1564.54,1421.72,1671.14,1659.33,1520.70
1625.75,1454.60,1434.90,1519.58,1425.01,1456.60
1611.333334,1710.81,1464.32,1604.77,1371.58,1818.19
1505.833334,1280.48,1326.04,1630.32,1488.78,1645.94
1768.333334,1871.12,1662.71,1689.71,1505.40,1970.79
1801.5,1661.34,1577.50,1976.22,1804.84,1713.03
1692.833334,1914.88,1677.75,1710.30,1443.85,1513.85
1433.666667,1360.43,1606.18,1417.46,1398.39,1540.16
1312.75,1210.89,1202.92,1172.08,1253.29,1380.47
1173.083334,1274.26,1043.42,1192.08,1052.16,1265.01
1192.5,1223.79,1192.53,1144.10,1155.23,1276.13
1077.583334,1169.96,1222.88,1001.63,1055.06,938.82
1080.333334,1086.90,1157.64,1050.98,1137.54,1102.17
1069.083334,1131.54,1116.10,1128.76,1191.30,1005.73
1067.083334,1113.35,1148.36,1063.44,1083.95,907.35
1163.166667,1233.17,1242.43,1039.76,1210.39,1262.47
1599.666667,1489.52,1537.06,1487.49,1395.63,1743.15
