load (MW),Change1,Change2,Change3,Change4,Change5
1547.833334,1459.81,1613.21,1332.39,1338.86,1416.20
1483.333334,1320.29,1437.26,1444.90,1556.65,1560.10
1378,1390.66,1446.56,1487.05,1550.32,1569.74
918,822.40,1018.60,906.09,1005.52,950.79
1237.25,1209.97,1087.66,1102.23,1136.99,1395.14
1995.666667,2226.31,2149.35,2198.10,1951.08,2153.38
2908.333334,3342.76,3100.59,3159.74,3274.72,3298.59
2651.25,3045.43,2950.93,2859.90,2760.10,2259.57
2268.333334,2074.77,2182.36,2567.93,2491.97,2386.76
2380,2547.10,2271.43,2206.05,2272.24,2537.84
3127.083334,3554.58,3377.44,3525.43,3342.82,3038.89
2345.416667,2581.64,2624.99,2016.77,2090.67,2233.94
2003.5,1757.26,2280.20,2045.80,2165.59,2223.54
2325,2657.93,2581.84,2266.38,2021.41,2023.86
1946.416667,1853.05,2092.47,1658.94,2061.03,1962.91
2589.416667,2243.42,2806.75,2701.51,2556.60,2275.47
2084.416667,1923.85,2309.09,2256.11,2178.36,1792.01
1489.333334,1301.79,1488.40,1647.18,1407.33,1495.48
2198.083334,2126.15,2385.40,2191.63,1904.83,2407.94
2885.916667,3030.69,2548.25,2897.08,2474.96,3010.60
2745.166667,2664.11,2763.41,2822.52,3024.30,2337.21
2566.5,2443.61,2857.77,2628.82,2836.00,2311.68
2739.583334,2453.19,2994.66,2965.35,2691.47,2874.14
1951.5,1889.97,1697.66,2094.37,1973.06,2058.03
2225.416667,1913.71,1928.72,2028.92,2254.20,2349.21
2760,3088.56,2846.64,2743.28,2644.20,2408.82
2272.416667,1967.15,2599.35,2163.30,2439.00,2580.46
2634.25,2420.52,2567.80,2737.69,2597.42,2536.53
2281.916667,2400.94,2250.04,2210.76,2075.79,2076.60
2092.166667,2177.27,1974.05,2113.49,1840.67,1944.51
3049.166667,2895.69,3390.58,3445.55,3258.58,2808.61
2560.666667,2209.29,2801.68,2757.96,2536.73,2303.51
2809.166667,3074.29,3215.86,2791.83,2825.98,2481.89
2105.333334,2134.77,2273.35,2159.92,2144.11,2276.72
2199.166667,2219.98,2417.06,2332.65,1952.34,2090.94
2399.166667,2532.32,2077.06,2551.09,2534.63,2495.93
2187.75,1949.21,2179.00,2400.93,2013.83,2483.87
1784.416667,1907.77,1929.85,1550.48,1928.33,1696.73
2144.5,2345.08,2112.10,2363.97,1951.67,2192.90
2457.583334,2248.66,2364.83,2183.36,2694.13,2817.43
2067.75,2081.84,2361.33,2164.26,1806.07,2171.49
2008.666667,2136.97,2043.02,1819.16,1764.36,1838.37
2025,2301.58,1747.54,1907.00,2223.80,2088.11
2268.75,2256.73,2574.31,2489.36,2172.13,2125.59
1623,1756.61,1705.62,1488.94,1474.31,1629.71
1793.833334,2021.90,1902.54,1538.38,1872.89,1577.36
2377.666667,2547.99,2203.49,2297.02,2703.08,2725.22
2437.25,2491.67,2441.09,2522.06,2549.38,2219.36
2748.5,2537.33,2833.82,2604.07,2462.97,2336.74
2150.25,1832.09,1917.54,1895.03,1939.55,2094.25
2074.666667,2221.66,1909.19,2011.34,1838.72,2090.75
1234.333334,1162.22,1113.88,1226.96,1154.61,1273.92
1776.75,1513.88,1901.75,1736.61,1775.91,1587.82
2302.5,2466.53,2448.43,2224.16,2318.68,2209.97
1908.083334,2013.32,1746.69,1981.60,2124.60,2166.66
2234.083334,1945.51,2055.38,2300.12,1994.23,1942.51
2244.75,2197.43,2507.35,2223.66,2373.87,2551.27
2108.166667,2009.53,2369.82,2249.21,1840.07,2140.39
2154.75,1962.90,1985.35,1997.41,1935.44,1986.22
1908.833334,1653.61,1976.03,1934.80,1947.18,2141.59
1905.5,1741.59,2091.96,1673.71,1830.95,2069.72
1364.833334,1311.65,1292.47,1471.84,1494.75,1173.72
1559.583334,1791.71,1416.54,1532.46,1437.64,1343.40
1304.166667,1392.77,1484.09,1271.10,1446.69,1144.63
1224.666667,1276.12,1247.56,1091.62,1130.79,1314.95
918.5833335,925.00,817.78,932.75,1055.71,912.98
1212.416667,1070.79,1116.82,1351.40,1297.91,1274.58
1751,1792.85,1549.69,1846.15,1920.05,1506.51
