load (MW),Change1,Change2,Change3,Change4,Change5
1400.75,1290.67,1565.97,1302.09,1250.37,1369.56
1477.25,1400.06,1386.46,1303.00,1675.91,1418.32
1318.75,1141.09,1291.93,1499.45,1501.86,1207.25
1353.083334,1182.16,1356.92,1481.04,1522.74,1466.82
1442.25,1350.00,1528.85,1431.31,1400.14,1466.81
2109.5,2336.13,2391.60,1933.59,2217.42,2196.11
2277.416667,2083.45,2260.27,1968.00,1935.90,2520.93
2212.916667,2219.24,2514.75,2055.87,2007.61,2478.36
2305.666667,2409.85,2238.86,2359.28,2419.51,2084.05
2292.916667,2344.66,2308.14,2507.60,2260.58,2626.83
2110.583334,2120.26,1931.45,2023.97,1910.96,2239.04
1540.75,1329.89,1494.77,1363.90,1578.13,1608.20
1509.75,1405.94,1404.25,1348.67,1562.47,1427.52
1727.833334,1964.57,1908.65,1907.51,1531.67,1783.37
1857.333334,1996.33,1934.87,2069.80,1614.94,2009.13
1901,1967.70,2133.81,2150.54,2082.70,2181.94
1829.833334,1842.61,1729.99,2048.23,2018.78,1578.43
1702.916667,1717.56,1676.91,1769.70,1560.92,1461.38
2135.666667,2336.68,2430.32,2307.87,2049.43,2139.07
2116,2385.69,2265.80,2191.72,2213.04,1810.54
2110.583334,1997.54,2337.68,2253.67,1912.05,2376.46
1795,1671.28,1657.19,1689.47,1601.52,1597.46
1968.416667,2144.11,1970.33,2092.91,1953.18,2214.40
1692.083334,1886.78,1467.66,1594.42,1553.41,1498.78
2914.75,2877.34,2575.71,3015.65,3351.16,3185.18
2672.166667,2309.24,3058.16,2993.80,2389.72,2306.26
2324.666667,2068.97,2050.09,2495.30,2423.59,2307.70
2144.75,2186.27,2063.88,1999.22,1963.10,2318.64
1758.75,1966.66,1556.94,1730.73,1561.23,1698.01
2088.666667,2025.93,2265.44,1776.94,2010.94,2177.55
1979.333334,2096.60,2161.31,1717.43,2115.76,2237.86
1677.5,1914.25,1545.64,1479.55,1722.55,1623.47
1901.25,2113.68,1751.57,1892.79,2083.15,2067.63
1578.416667,1600.52,1356.32,1618.99,1591.95,1406.94
1523.416667,1750.92,1407.67,1577.76,1412.11,1584.49
2164.083334,1948.74,1898.77,2188.63,2180.66,1991.32
2150.416667,2239.01,2131.90,1832.41,2049.83,2037.94
1951,2102.18,2036.85,2015.14,1809.70,1937.16
1596.583334,1699.05,1414.54,1516.80,1834.35,1360.59
1827.333334,1614.59,1965.75,1634.02,1721.20,1975.95
1560.25,1655.39,1692.07,1402.84,1593.59,1588.36
1654.75,1432.36,1633.17,1443.28,1580.00,1753.50
1690.25,1645.56,1713.80,1738.18,1793.15,1733.56
1347.5,1408.85,1277.10,1489.47,1377.28,1308.88
1648.416667,1455.73,1810.98,1592.57,1796.48,1473.33
1915.166667,1997.39,1661.87,2025.88,2194.52,1942.63
1840.416667,2098.50,1733.15,2054.98,1657.23,2072.71
1840.916667,1733.12,1985.45,1567.85,2078.97,1868.45
1558.75,1435.19,1649.69,1398.69,1557.31,1717.31
1220.666667,1115.91,1226.49,1089.96,1308.62,1333.16
1206.333334,1374.81,1050.65,1235.61,1035.15,1222.81
1402.083334,1440.56,1249.35,1563.91,1406.07,1484.00
1344,1289.19,1417.79,1178.62,1428.02,1281.46
1541.666667,1470.45,1514.85,1357.75,1461.46,1719.54
1517.666667,1445.40,1348.18,1350.29,1596.40,1487.67
1458.666667,1630.44,1423.05,1543.43,1500.48,1344.41
2016.083334,1970.18,1848.98,1830.95,1746.38,2104.31
1344.333334,1157.28,1216.97,1529.51,1301.69,1409.70
1221.166667,1156.41,1210.01,1174.94,1281.40,1368.56
1225.5,1102.25,1135.71,1231.11,1325.34,1242.13
1183.416667,1212.47,1129.29,1115.56,1039.94,1312.30
1219.083334,1124.96,1277.04,1133.63,1386.02,1104.31
1129.416667,1077.03,1044.57,1113.40,998.91,1185.30
1140.666667,1152.77,1042.82,1005.95,992.96,1235.06
1109.333334,1093.10,1202.95,987.29,1228.94,1013.97
1153.25,1086.59,1116.54,1238.02,1033.73,1225.80
1120.916667,1164.44,1203.97,1079.53,1047.72,1197.05
1654.083334,1460.69,1783.92,1756.95,1531.60,1415.54
