load (MW),Change1,Change2,Change3,Change4,Change5
1404.416667,1565.85,1542.47,1280.04,1383.70,1576.92
1179.583334,1177.58,1228.55,1051.85,1275.13,1221.61
1203.25,1307.57,1364.82,1347.71,1372.38,1247.94
939.4166665,875.11,958.47,986.20,913.33,819.88
895.8333335,969.34,960.34,842.09,988.59,949.70
1311.833334,1356.52,1182.71,1437.74,1169.03,1339.65
2167.833334,2082.41,1886.81,2190.43,2101.70,2040.12
2092,2133.29,2092.85,2369.77,2087.31,2331.07
1764.583334,1878.09,1848.03,1818.08,2001.68,1931.53
1950.416667,2240.73,2088.16,1942.11,1920.49,2149.55
2533.666667,2323.04,2910.65,2410.98,2356.55,2489.22
1911.416667,1838.56,1919.82,1997.50,1829.68,2035.08
1438.666667,1497.86,1308.01,1586.55,1376.36,1448.07
1481.916667,1381.49,1417.38,1518.82,1563.57,1269.14
1428.25,1277.24,1609.77,1408.65,1235.90,1398.24
1890.083334,1968.05,2109.35,2045.14,1953.17,1771.38
1857.666667,2111.83,1866.31,1743.59,1713.71,1706.62
1453.833334,1342.42,1452.72,1410.20,1345.80,1386.11
1603.75,1720.39,1720.48,1479.07,1796.99,1770.02
2210.083334,2298.86,2120.91,2381.98,2366.56,2044.18
2106.833334,2407.10,2307.68,2186.77,1876.48,1971.90
2010.75,2296.82,2017.18,2039.98,1869.52,2302.03
2023.416667,1966.48,1942.73,2272.58,2190.73,2224.13
1732.25,1545.93,1890.38,1716.11,1904.84,1671.38
1839.083334,1566.86,1644.59,1944.47,1640.47,1790.00
2493.416667,2863.10,2126.06,2328.77,2586.25,2255.40
2066.666667,2281.43,1908.99,2010.17,2233.24,1876.06
2020.5,1943.27,1927.30,2002.58,2002.89,2033.34
1973.916667,1948.79,1884.86,1980.66,1699.93,1679.82
1641.333334,1578.12,1833.33,1626.03,1865.41,1420.49
2336.333334,2591.29,2611.01,2342.09,2161.63,2129.00
2124.5,2199.90,2034.92,2022.61,2361.35,2150.97
1932.5,2065.31,2030.16,2124.86,1668.68,1792.97
1645.833334,1617.17,1671.81,1778.92,1554.43,1595.51
1559.916667,1460.32,1717.58,1740.96,1418.44,1698.38
1756.75,1706.14,1553.92,1918.46,1919.09,1885.28
1825.5,1861.67,1639.40,1597.73,1876.54,1702.15
1606.333334,1442.44,1784.99,1638.61,1696.52,1485.81
1901.666667,1783.64,1945.28,1719.23,1870.84,2185.10
1806.166667,1972.44,2035.23,1884.54,1725.23,1658.95
1608.166667,1798.56,1719.24,1530.94,1848.43,1794.33
1494.083334,1692.49,1559.40,1584.12,1697.13,1454.46
1534.75,1638.45,1657.59,1708.39,1554.85,1340.95
1760.166667,1896.09,1786.87,1626.95,1639.28,1966.36
1422.833334,1495.73,1457.59,1617.85,1325.91,1626.54
1501.75,1629.39,1299.87,1406.33,1685.25,1549.73
1830.083334,2024.80,1828.84,1666.52,1958.42,2038.04
2043.75,1987.96,1751.05,2286.38,1830.30,2276.25
1994.583334,2133.84,1983.14,1759.76,1829.81,2129.22
1514.666667,1736.03,1404.68,1553.80,1420.23,1532.21
1306.833334,1117.58,1386.39,1454.55,1454.96,1136.91
1052.916667,895.71,1156.31,1095.60,946.94,1056.85
1471,1298.01,1651.15,1487.89,1443.04,1525.23
1560.25,1586.97,1705.17,1673.22,1613.20,1762.52
1439.333334,1428.70,1598.55,1450.81,1334.48,1593.72
1384.583334,1530.42,1205.44,1538.67,1391.49,1538.01
1632,1390.09,1850.93,1446.33,1472.30,1580.49
1595,1548.77,1454.05,1474.59,1471.49,1775.07
1650.666667,1852.15,1813.51,1783.01,1798.45,1740.93
1407.583334,1273.87,1575.43,1526.29,1481.54,1470.97
1085.583334,979.19,955.60,957.33,950.73,1233.08
963.75,1057.30,1005.57,1065.03,965.00,1018.88
1008.25,1064.39,1035.27,970.64,959.96,1099.44
864.3333335,898.88,825.78,744.25,975.10,924.40
834.6666665,951.52,858.86,793.40,830.50,913.42
864.4166665,979.51,767.35,761.41,743.36,892.92
890.0833335,760.07,919.13,845.24,854.93,910.63
1028.25,981.71,903.52,1177.22,1024.60,1163.30
1412.25,1352.63,1282.84,1568.24,1261.60,1497.21
