load (MW),Change1,Change2,Change3,Change4,Change5
1627.833334,1394.71,1589.75,1477.82,1865.94,1616.03
1631.416667,1609.90,1856.56,1519.78,1742.31,1820.03
1592.416667,1494.25,1525.58,1493.72,1510.58,1363.36
1259,1242.50,1223.23,1269.95,1282.20,1342.43
1170.416667,1069.35,1033.30,1153.99,1115.57,1178.43
1918.666667,2174.02,1677.11,1695.36,1823.94,1853.29
2700.416667,3035.97,3045.05,2927.86,2546.64,2408.61
2414,2417.75,2754.34,2657.08,2091.92,2643.31
2285.166667,2062.25,2234.76,2535.13,2065.67,2156.19
2698.916667,2880.77,3049.48,2929.92,2574.02,2294.57
3269.25,3212.55,2803.81,3485.43,3083.17,3354.88
2082.666667,1975.78,2365.48,1832.36,1975.86,2141.18
1874.75,1622.01,1829.98,1859.71,2069.38,1713.54
2181.5,2444.74,2193.36,1944.74,2333.78,2138.75
1876.5,1704.98,1629.12,1766.00,1793.35,1749.93
2418.333334,2363.17,2123.62,2144.86,2703.31,2740.84
2278.333334,1958.59,2566.71,2011.34,2552.55,2529.20
1816.25,1787.55,2016.71,1609.78,1612.20,2000.46
2320.166667,2522.10,2177.19,2238.47,2319.74,2247.37
2623.583334,2613.57,2970.21,2492.29,2767.37,2397.85
2555.833334,2318.21,2716.32,2562.13,2530.68,2666.40
2184,2464.52,2018.01,2197.51,2131.32,2254.32
2549.166667,2634.15,2241.04,2585.89,2751.02,2193.91
2094.333334,1799.01,2350.53,2286.69,1958.63,2246.97
2626.5,2483.95,2471.06,2801.18,2387.40,2327.63
2921.583334,2597.18,3174.32,2613.49,2498.71,3080.65
2363.5,2675.97,2672.39,2162.32,2533.24,2430.00
2660.25,2278.61,2273.87,2425.85,2345.83,2928.46
2200.75,2199.33,2226.91,2163.19,2362.24,1966.31
2033.083334,1929.99,2254.49,2102.20,1791.16,2086.42
3132.75,2823.82,3428.31,3024.23,2721.82,2859.36
2779.916667,2966.73,2981.19,2756.20,2605.95,2365.38
2596.333334,2841.46,2521.05,2504.72,2750.77,2381.45
2156.583334,2204.80,2206.21,2450.14,1996.10,2129.66
1990.25,2137.26,1964.07,2159.71,1847.47,2019.49
2283.75,2523.06,2172.38,2166.64,2601.43,2283.23
2214.916667,2047.19,2102.15,2052.77,2382.53,1935.95
2012.25,2138.25,2037.26,2016.18,2120.45,1907.23
2343.25,2206.93,2495.97,2183.09,2349.24,2590.89
2260.833334,1990.12,2471.95,2068.15,2375.57,2029.05
1893.666667,1827.50,1922.13,1686.66,1712.85,1831.83
1900.416667,2102.49,1812.08,1944.86,2143.21,2084.68
1917.75,1847.16,1708.81,2167.70,2059.81,1957.45
1934.583334,2171.63,2089.90,1914.36,1670.08,2083.04
1869.916667,1768.58,1590.64,1842.34,2106.92,1653.63
2027.166667,1749.85,1971.23,1748.12,1853.61,1964.06
2389.083334,2678.35,2418.21,2559.29,2453.36,2270.81
2471.916667,2461.09,2256.44,2382.94,2451.65,2205.45
2336.916667,2542.23,2445.10,2111.92,2591.71,2309.93
1778,1774.31,1985.97,1831.74,1716.97,1714.03
1828.666667,1765.88,1823.13,1769.16,2057.04,1883.72
1502.916667,1695.91,1364.99,1571.72,1703.29,1486.27
2015.833334,2207.50,2089.90,2229.37,2196.55,2177.20
2072.916667,2255.62,2208.00,1851.04,2041.93,2185.40
1799.833334,1767.89,1816.17,1572.29,1848.96,1998.62
1893.833334,1788.23,1816.29,2050.02,2031.15,1880.63
2114.75,2165.89,2395.94,2116.78,2079.56,1984.78
1889.166667,1622.26,2067.80,2137.85,1926.41,1904.86
2081.166667,1969.27,2221.65,2380.86,2103.83,2210.13
2009.833334,2261.54,2077.94,2125.09,2034.83,1861.58
1596.833334,1565.44,1619.90,1753.75,1414.87,1677.59
1185.25,1304.35,1326.50,1281.83,1046.25,1207.79
1379.916667,1439.51,1265.35,1371.36,1497.35,1208.45
1181,1260.31,1273.04,1178.11,1130.81,1282.89
1165.5,1235.21,1219.11,1162.88,1063.76,1330.32
1178.666667,1232.87,1265.05,1054.96,1018.59,1056.54
1480.916667,1456.42,1656.91,1472.42,1352.31,1552.87
1683.083334,1463.82,1467.94,1865.59,1849.95,1828.23
