load (MW),Change1,Change2,Change3,Change4,Change5
1612.916667,1407.03,1848.87,1393.25,1424.03,1555.38
1590.75,1541.64,1626.91,1414.92,1455.59,1642.65
1516.416667,1595.68,1444.03,1432.74,1437.87,1450.60
1065,1108.75,1134.46,1098.10,1122.09,940.64
1271.583334,1181.58,1220.18,1442.88,1355.62,1410.15
2065.75,1762.04,2202.90,2103.30,2053.34,1978.53
2933.416667,2850.25,2843.72,3273.65,2769.68,3219.34
2690.75,3020.46,2460.50,2714.68,3068.92,2979.42
2297.5,2579.98,2263.89,2027.66,2135.80,2614.63
2520.166667,2467.70,2612.79,2293.66,2761.43,2191.41
3298.666667,2995.54,3331.94,3665.89,3331.78,3758.08
2347.916667,2269.68,2144.49,2482.17,2308.93,2460.49
2066.166667,1826.42,1953.85,1970.12,1947.01,2316.01
2395.416667,2430.14,2241.47,2580.72,2283.65,2363.39
2038.166667,2250.81,1872.79,2191.27,2028.93,2088.50
2663.5,3040.31,2703.07,2533.99,2535.66,2712.99
2225.25,2441.68,2527.12,2144.37,2069.18,2466.71
1656.25,1727.85,1617.60,1427.81,1557.07,1644.24
2321.833334,2080.77,2566.61,2443.53,2245.66,2611.33
2921,3144.38,2813.88,2678.74,3161.68,2605.60
2789.166667,2970.68,2880.70,2415.07,2462.16,2681.29
2531.333334,2783.45,2664.47,2729.92,2163.40,2878.73
2788.916667,3141.65,2952.91,2662.12,2938.75,2376.83
2079.166667,1941.39,2124.66,1828.12,2215.47,1819.79
2399.75,2393.81,2542.87,2228.92,2157.51,2379.08
2867.416667,3063.78,2927.97,2673.14,3199.19,2449.03
2352,2374.25,2113.22,2394.80,2196.06,2361.72
2751.5,2767.41,2965.23,3138.57,2977.18,2931.33
2353.25,2292.93,2386.83,2278.05,2665.16,2495.79
2145.75,2123.93,2025.49,2460.38,1858.67,2313.80
3203.166667,3454.71,3579.51,2909.03,2799.55,3008.62
2759.25,2621.75,2584.85,2657.41,3022.50,3150.07
2884.083334,3062.25,2956.14,3032.06,2863.97,2540.88
2174.333334,2423.20,1885.69,2047.62,2448.98,2131.75
2259.75,2068.66,2137.68,2592.25,2072.49,2211.98
2457.666667,2788.20,2593.72,2416.90,2601.40,2607.50
2227.916667,2089.34,1980.21,2558.53,2294.59,2212.27
1945,2185.89,1664.14,1910.31,1742.59,1813.22
2316.666667,2061.16,2076.99,2621.39,2251.64,2406.03
2489.583334,2350.51,2419.77,2379.26,2262.33,2211.04
2088.916667,2312.70,1879.36,2303.12,1945.05,1804.04
2064.583334,2187.28,2008.20,1866.57,2162.37,2321.56
2086.75,1860.52,1984.24,1791.15,1999.55,2331.35
2268.25,2389.03,2399.14,2385.96,2003.17,2170.65
1751.333334,1625.44,1490.93,2001.64,1868.72,1640.13
1960.666667,2226.60,2029.68,1918.94,1850.83,1834.81
2532.916667,2814.52,2839.28,2268.00,2260.03,2568.55
2523.166667,2557.89,2549.32,2617.32,2774.41,2168.19
2740.5,2400.44,2438.24,2436.67,2489.46,2808.74
2117.75,1859.26,2257.17,2412.56,2265.11,2208.52
2137.333334,2115.80,1938.05,1832.84,2240.17,2026.75
1411.916667,1320.39,1514.70,1268.57,1482.79,1549.63
1956,1887.33,2006.98,2147.22,1757.19,1759.41
2342.083334,2329.24,2283.31,2306.12,2328.27,2089.16
1934.916667,2030.87,1921.16,2168.43,2163.27,1845.59
2264,2123.93,2483.67,2208.11,2230.25,2142.24
2274.25,2178.93,2253.19,2362.55,2011.43,2519.22
2107.5,2021.48,1883.00,1797.15,1805.72,2317.90
2252.416667,2065.29,2548.59,2273.43,2196.79,1938.44
2045.583334,1768.84,2341.59,1948.65,2331.55,1984.14
1883.25,1951.32,1917.20,2152.76,1831.58,1923.11
1351.416667,1257.55,1340.19,1329.08,1390.22,1389.44
1569.083334,1783.84,1540.57,1585.56,1795.98,1690.94
1342.666667,1224.64,1183.01,1475.37,1470.47,1520.81
1236.833334,1124.92,1336.91,1070.97,1118.26,1300.24
1028.583334,1139.16,875.15,903.29,1098.75,1161.80
1415.333334,1256.62,1583.09,1523.63,1309.44,1600.76
1838.666667,2107.35,1956.19,1608.78,2013.53,2111.04
