load (MW),Change1,Change2,Change3,Change4,Change5
1408.666667,1338.59,1210.20,1348.30,1415.32,1541.00
1465,1416.73,1296.51,1605.63,1494.99,1615.83
1189.833334,1086.98,1093.39,1088.53,1305.92,1170.12
1269.833334,1299.77,1276.63,1086.64,1191.70,1174.09
1534.666667,1494.06,1544.29,1640.94,1744.33,1360.76
2387.75,2218.62,2465.90,2205.68,2723.28,2197.82
2392,2164.19,2069.34,2623.99,2306.10,2448.46
2127.416667,2276.23,1944.50,2406.54,2281.01,2238.49
2193.916667,2174.99,2127.81,1957.87,1988.11,2282.68
2558.166667,2858.21,2213.26,2602.98,2902.13,2476.68
2145.916667,2058.03,2244.41,1850.35,2186.27,1947.94
1719.083334,1663.20,1762.78,1466.78,1668.35,1795.10
1717.583334,1625.38,1619.33,1811.35,1899.90,1943.37
1839.666667,1773.26,1979.38,1575.31,1778.34,1868.84
2132,2179.98,1983.63,1976.58,2218.45,2257.58
2034.916667,1762.43,1794.54,1751.90,1928.71,2165.99
1689.25,1750.36,1535.11,1485.30,1872.29,1715.03
1759.083334,1772.06,1813.06,1951.06,1744.41,1912.70
2475.083334,2329.11,2406.74,2438.18,2817.38,2400.80
2379.666667,2069.19,2376.54,2450.51,2511.00,2511.48
2298.833334,2640.02,2571.73,2627.05,2338.85,2528.85
1986.833334,1989.72,1877.95,1698.16,2008.02,1850.90
2002.75,2043.85,2210.76,2073.72,2087.12,2293.63
1896.583334,1845.31,1918.50,2009.11,1639.24,2138.97
2746.25,3004.21,2507.93,3146.95,2514.47,2383.37
2348.916667,2497.43,2111.40,2140.90,2030.59,2182.82
2207.083334,2049.70,2222.36,2260.35,2495.47,2493.65
2236.083334,2263.53,2329.14,1913.25,2184.40,2530.13
1949.916667,1960.58,1722.21,1928.42,1796.64,1806.39
2374.333334,2065.47,2155.16,2056.19,2289.45,2643.51
2286.666667,2583.82,2398.18,2015.76,2058.93,2316.00
2016.5,2287.90,1781.89,1828.72,2017.50,2051.05
1989.916667,1814.74,2159.45,1899.09,1935.58,1959.97
1864.333334,1653.06,2128.82,1723.21,1687.02,1921.92
1938.583334,2008.76,2089.99,1688.98,2026.69,1796.12
2094.583334,1897.00,1899.16,2338.77,2087.55,1878.59
1890.333334,2155.12,1918.03,1876.77,1608.23,1847.01
2039.25,1852.05,2256.66,1817.63,2044.60,1770.44
2011.25,2188.50,1938.87,1981.59,1890.77,2078.28
1897.75,1729.68,2086.76,2095.45,2107.85,1765.41
1767.916667,1566.67,1998.22,1969.32,1824.85,1745.33
1861.25,1670.31,1876.59,1652.32,1834.64,1964.65
2054.583334,2152.23,1942.62,2320.55,2080.23,1939.65
1676.333334,1827.46,1715.84,1858.67,1730.08,1726.41
1637.916667,1754.23,1556.10,1743.07,1764.44,1776.69
1969.833334,1764.79,2174.75,2217.12,1694.11,1772.30
2258.833334,2419.52,2507.31,2575.46,2352.67,2234.64
2173.583334,2479.09,2376.17,2058.12,2085.14,2229.50
1885.333334,1719.56,1685.46,1818.22,2164.84,1822.17
1519.416667,1554.05,1586.85,1742.20,1693.36,1376.07
1313.5,1452.30,1366.80,1298.75,1439.26,1372.45
1668.25,1736.76,1915.28,1914.32,1803.45,1662.78
1706.666667,1828.37,1799.06,1707.01,1705.05,1564.00
1698.083334,1871.59,1546.46,1514.10,1853.29,1608.52
1659.666667,1861.00,1439.11,1615.61,1420.15,1762.48
1868.083334,2024.27,2031.37,2132.67,1692.74,1819.46
1955.25,1876.07,2153.80,1975.13,2021.73,2243.58
1731,1786.21,1839.79,1893.20,1654.64,1590.86
1467,1416.57,1522.34,1411.60,1312.68,1256.67
1407.333334,1211.11,1328.83,1228.29,1261.09,1263.26
1336,1168.14,1443.81,1173.08,1490.23,1440.65
1338.25,1272.89,1287.05,1512.58,1430.20,1486.40
1255.666667,1108.94,1306.67,1376.33,1365.77,1195.77
1238.833334,1418.26,1331.76,1110.12,1378.36,1137.91
1187.5,1097.85,1241.69,1202.15,1217.42,1028.75
1179.083334,1091.65,1107.78,1231.46,1244.71,1152.05
1060.166667,1135.70,1162.53,1105.68,1004.71,933.43
1787.666667,1901.82,1897.00,1956.39,1857.58,1662.94
