load (MW),Change1,Change2,Change3,Change4,Change5
1204.583334,1205.65,1248.16,1067.61,1305.13,1087.18
1420.5,1451.99,1313.90,1392.66,1267.69,1549.87
1180.166667,1043.70,1038.33,1311.57,1179.01,1140.37
1220.166667,1332.74,1336.43,1385.33,1356.65,1353.53
1155.416667,1311.60,1087.21,1062.68,1169.23,1183.22
1542.166667,1356.59,1388.68,1606.55,1693.70,1728.52
1841.25,1632.15,1565.93,1815.13,1864.74,1987.61
1923.416667,1935.61,2147.53,1824.89,1893.79,1940.50
2056.833334,2361.27,2193.65,2036.73,2013.14,2078.05
1932.75,2065.90,1974.19,2159.09,2011.17,1815.24
1851.25,2038.12,1987.53,1759.18,1999.95,1816.50
1269.666667,1199.82,1192.35,1284.46,1252.75,1302.35
1219.25,1362.51,1207.72,1206.40,1327.21,1341.65
1315.5,1282.30,1216.02,1369.56,1411.26,1339.34
1430.083334,1244.51,1434.39,1393.40,1356.48,1617.92
1596,1391.99,1402.17,1657.22,1521.33,1679.23
1610.25,1695.61,1698.76,1400.27,1430.18,1439.68
1622.333334,1486.70,1731.96,1613.31,1696.32,1466.17
1726.416667,1503.31,1496.85,1519.33,1696.90,1730.53
1711.166667,1824.82,1870.49,1889.87,1624.16,1608.33
2064.5,1903.40,2186.37,1945.18,2209.62,2285.88
1416.083334,1472.39,1472.08,1210.11,1581.13,1511.65
1691.333334,1772.18,1938.89,1471.38,1669.25,1779.15
1526.166667,1554.27,1404.84,1395.57,1362.65,1694.75
2777.75,2942.01,3150.96,3014.87,2418.94,2426.50
2608.833334,2744.52,2789.23,2618.08,2420.31,2739.64
2191.083334,2509.10,2434.50,2338.73,2264.69,2281.67
1938.166667,2160.66,2037.19,1901.04,1898.45,2068.64
1513.75,1378.72,1677.54,1357.53,1444.30,1553.40
1534.583334,1471.53,1651.04,1721.60,1460.13,1754.07
1936.5,1952.70,2142.53,1798.18,2011.40,1812.82
1592.5,1594.67,1719.03,1463.64,1387.14,1407.90
1512.583334,1433.47,1484.77,1326.90,1638.09,1711.38
1570.75,1538.76,1444.23,1562.56,1611.32,1543.44
1243.416667,1274.01,1068.65,1320.13,1267.53,1393.84
1714.833334,1962.48,1843.11,1970.85,1737.15,1654.76
2096.583334,1970.00,1880.04,2315.21,2345.60,2067.38
1635.416667,1783.75,1640.88,1537.03,1709.04,1728.99
1557.083334,1500.65,1541.97,1461.56,1642.65,1421.97
1601.583334,1366.82,1431.96,1666.86,1514.26,1517.39
1286.666667,1230.24,1162.82,1179.14,1465.41,1180.72
1347.416667,1451.78,1190.66,1501.77,1485.27,1204.16
1663.5,1547.02,1530.94,1725.83,1781.37,1465.78
1175.166667,1141.33,1203.83,1198.61,1283.00,1180.57
1555.916667,1694.26,1779.55,1584.83,1482.58,1485.09
1662.25,1712.61,1825.05,1879.46,1415.74,1849.35
1619.583334,1837.19,1431.03,1846.49,1742.42,1472.09
1786.5,1779.14,1680.38,1728.64,1679.65,1661.48
1298.5,1315.59,1372.91,1480.61,1344.14,1170.70
1129.083334,1091.80,1093.62,1251.89,1163.53,1215.28
1080.75,992.91,1016.88,955.43,1234.50,1009.92
1306.666667,1236.69,1462.60,1355.91,1376.18,1204.75
1323.833334,1460.27,1382.92,1133.22,1393.89,1128.58
1283.5,1368.84,1101.45,1262.37,1253.01,1258.78
1285.25,1238.32,1325.73,1275.73,1140.53,1464.16
1179.166667,1006.02,1339.13,1228.77,1113.13,1275.84
1822.416667,1883.83,2017.56,1766.01,1981.17,1928.28
1246.166667,1430.04,1066.51,1065.11,1390.40,1373.62
1219.916667,1106.24,1077.38,1128.12,1062.72,1339.22
1170.833334,1219.11,1308.16,1319.39,1051.66,1116.93
1065,1071.54,981.21,1183.87,1122.60,1187.56
1093.833334,1071.85,939.71,959.41,960.29,984.95
983.9166665,936.11,1014.42,915.64,1050.37,1034.95
1000.583334,1129.49,1091.67,879.92,1062.34,1072.00
1002.25,1063.24,1060.48,985.56,1003.47,1011.13
1182.666667,1158.33,1356.52,1286.47,1030.52,1016.24
1107.166667,1106.52,1263.84,1179.95,1152.58,1217.18
1376.5,1171.84,1316.55,1229.72,1274.67,1496.87
