load (MW),Change1,Change2,Change3,Change4,Change5
1550.916667,1660.12,1670.17,1330.90,1660.70,1552.11
1670.583334,1437.83,1421.27,1602.81,1919.65,1427.71
1501,1724.02,1354.64,1615.42,1409.96,1279.56
1306.666667,1471.87,1420.95,1221.17,1240.08,1139.31
1167.416667,1175.59,1041.15,1142.84,1005.73,1106.17
1717.75,1696.92,1652.50,1809.56,1830.88,1486.01
2474.5,2514.59,2524.46,2809.09,2831.02,2296.72
2142.083334,1846.25,2062.03,2135.34,2344.27,2291.41
2240.083334,2266.59,2300.23,2350.10,2531.34,1952.42
2660.5,2647.15,3019.15,2704.71,2609.83,2607.56
2882.75,2868.80,3008.69,3161.61,2544.54,3122.84
1812.666667,1581.59,2039.31,1567.10,1669.19,1615.53
1656.583334,1903.35,1446.97,1525.40,1809.54,1671.18
1894.25,1742.23,1877.75,1685.95,1977.42,1843.42
1768.083334,1581.01,1895.37,2028.88,1748.26,1887.52
2212.166667,2162.39,2460.42,1918.43,2109.77,2322.64
2156,1991.55,1982.36,1981.04,2044.26,2106.02
1883.916667,2043.64,1967.89,2165.25,1629.00,1890.80
2194.583334,2512.42,1949.37,2477.07,1991.83,1979.77
2338.166667,2397.85,2369.69,2441.54,2481.50,2669.94
2443.583334,2268.10,2460.79,2801.81,2588.38,2598.85
1883.75,1792.11,1867.09,1818.99,2080.05,1959.97
2347.666667,2159.65,2414.24,2304.41,2504.57,2654.21
1939.166667,1984.38,1666.61,2064.16,2082.22,1859.85
2695.5,2715.25,2474.89,2325.75,2728.39,2584.70
2910,2587.38,2737.19,3286.50,3161.53,2958.98
2337.166667,2179.15,2295.24,2419.64,2205.23,2047.64
2445.666667,2528.98,2800.01,2263.49,2545.87,2367.58
2012.25,1893.05,2157.36,1772.70,2066.14,1987.53
1806.416667,1799.47,1806.73,1588.09,1942.63,1994.43
2909.25,3068.24,3159.13,3074.00,3087.92,2645.96
2470.583334,2683.42,2418.64,2536.09,2136.73,2318.77
2380.583334,2696.47,2654.01,2394.63,2154.69,2492.85
2121.5,2207.87,2043.19,2326.33,2377.30,1880.78
1743.416667,1617.13,1793.26,1521.17,1676.54,1587.40
2154.916667,2405.35,2141.01,2086.98,2135.20,2344.76
2211.166667,2518.84,2197.80,2452.69,2142.17,1915.23
2021.416667,1966.66,2013.22,2133.04,1990.76,1893.08
2193.416667,2304.57,2190.04,2008.61,1995.86,2082.52
2084.333334,2157.72,2291.74,1817.18,1895.62,2117.12
1764.583334,1776.17,1646.84,1505.79,1899.91,1850.72
1781.583334,2007.48,1919.04,1763.31,1746.17,1781.43
1873.583334,1768.97,1848.18,1713.05,1845.38,1774.05
1663.583334,1555.40,1830.85,1556.26,1505.63,1579.07
1851.666667,1624.90,1639.39,1931.06,1707.54,1792.40
2005.416667,2290.56,2086.26,1761.52,2170.67,1777.06
2180.083334,1988.40,2175.56,2249.63,1963.66,1944.45
2351.166667,2011.69,2224.09,2409.59,2417.80,2602.25
1968.833334,2025.27,1799.09,2108.56,2167.71,1749.27
1563.916667,1768.99,1542.88,1639.85,1628.46,1687.69
1506.166667,1336.56,1487.83,1374.05,1646.36,1573.38
1478.25,1297.25,1563.14,1257.70,1360.67,1625.96
1884.5,1776.23,2057.17,1743.03,2069.57,2148.08
1739,1665.08,1992.79,1719.02,1886.47,1583.02
1645.083334,1632.46,1752.29,1857.43,1431.30,1873.41
1623.5,1575.23,1660.96,1752.62,1747.37,1657.89
2044.833334,2197.71,2051.62,2170.08,1740.89,2273.60
1728.916667,1657.01,1690.56,1673.33,1806.10,1828.26
1836.916667,1968.28,1809.72,1566.05,1717.71,1892.58
1789.25,1670.93,1542.01,1946.62,1549.10,1933.10
1415.666667,1562.66,1252.14,1292.76,1526.23,1416.73
1116.166667,1209.28,1041.45,1237.83,1250.14,1218.72
1216.583334,1040.18,1358.62,1192.56,1338.79,1270.06
1120.25,1069.73,968.98,1013.92,973.42,1172.75
1135.166667,1001.95,972.60,1112.55,1048.66,1250.92
1289.5,1349.20,1395.22,1292.33,1159.57,1319.86
1401.583334,1411.55,1192.53,1320.54,1389.94,1237.72
1558.75,1541.48,1529.48,1769.62,1438.14,1351.24
