load (MW),Change1,Change2,Change3,Change4,Change5
1229.166667,1365.67,1203.69,1064.36,1242.73,1374.19
1271.5,1421.99,1270.83,1283.95,1093.80,1414.19
1035.333334,884.19,1020.13,894.81,1056.77,947.80
977.25,859.36,1077.31,873.67,1031.08,1052.31
1334.833334,1312.19,1394.62,1509.80,1407.79,1521.33
2208.916667,2010.56,1891.03,1907.73,2453.29,2119.72
2142.333334,2002.65,1946.06,2072.17,1849.84,2210.93
1856.5,1624.29,1915.65,1588.78,1839.57,1849.08
1985.333334,2172.70,1768.74,2068.85,1890.71,2034.38
2504.666667,2783.23,2866.96,2711.72,2786.41,2659.92
1973.583334,2016.82,2202.68,1991.96,2242.56,1892.93
1474.833334,1484.38,1331.97,1450.03,1285.39,1563.14
1509.833334,1580.01,1446.10,1437.56,1569.66,1645.59
1527.75,1304.92,1382.85,1543.40,1587.58,1729.65
1913.166667,1989.37,2045.05,1843.62,2070.39,1857.94
1921.416667,1880.82,2133.89,1675.64,1856.04,1633.85
1518.166667,1530.37,1336.85,1640.89,1703.12,1557.24
1655.75,1419.25,1853.99,1878.87,1546.91,1745.90
2247,2474.72,2514.54,2000.03,2111.19,1994.15
2156.916667,2345.75,1907.14,2266.71,2373.23,2372.99
2047,1971.69,2241.65,1750.27,1945.94,2269.47
1356.083334,1201.34,1454.83,1201.52,1400.92,1389.34
1799.5,1816.84,1615.86,1897.95,1562.02,1960.01
1819.333334,1572.44,1705.93,1686.25,1554.39,2048.11
2527.083334,2246.04,2752.08,2719.33,2450.02,2234.99
2126.083334,2202.68,2044.67,2366.08,1874.63,2116.80
2030.833334,2065.70,2022.91,1768.12,2322.37,1989.89
2026.166667,1931.80,1810.18,1883.78,2010.10,2294.64
1707.5,1727.90,1603.47,1775.77,1709.92,1689.33
2316.166667,2046.56,2268.53,2287.21,2077.81,2041.47
2159.333334,2371.21,2401.93,2388.16,2040.69,2425.48
1979.833334,2156.84,2049.80,1949.72,1931.57,1928.37
1736.916667,1620.09,1935.29,1583.48,1490.89,1485.78
1622.75,1819.68,1476.30,1531.79,1521.73,1386.53
1780.666667,1981.84,1863.82,1565.89,1808.48,1726.89
1836.75,1713.09,1974.03,1674.99,2026.27,1564.64
1684.5,1731.03,1714.47,1538.34,1848.82,1636.08
1976.25,1794.37,1686.33,2070.35,2080.17,2117.00
1851.916667,1945.95,1983.48,1960.09,1635.37,1794.33
1646.833334,1403.93,1734.05,1507.19,1820.04,1747.77
1523.416667,1455.48,1611.05,1744.77,1444.86,1726.20
1615.5,1407.48,1782.11,1512.96,1700.61,1702.79
1814.916667,1856.35,1701.20,1637.95,1950.70,1858.28
1508.25,1658.82,1434.53,1665.73,1441.15,1453.84
1514.583334,1538.87,1732.52,1511.67,1315.87,1667.70
1872.583334,1827.48,1987.11,1983.19,2115.09,1947.18
2093.083334,1943.11,2046.39,1861.94,1907.37,2089.75
1996.75,1900.05,1959.36,1751.13,1921.03,1712.97
1594.583334,1735.83,1769.04,1793.11,1599.10,1673.91
1341.916667,1280.09,1213.04,1467.50,1153.20,1253.16
1136.833334,1010.15,1292.91,1215.65,1191.50,1052.61
1526.25,1402.85,1320.58,1646.11,1419.02,1324.35
1546.166667,1547.01,1562.59,1339.68,1487.84,1334.83
1504.166667,1399.40,1723.15,1377.65,1294.37,1589.32
1410.5,1228.31,1481.96,1309.90,1593.71,1343.61
1671.583334,1691.46,1832.58,1814.41,1616.90,1763.32
1657.25,1774.64,1453.38,1620.99,1711.42,1824.03
1653.75,1514.20,1733.83,1440.40,1736.17,1837.12
1418.583334,1578.60,1544.02,1230.96,1271.98,1557.04
1210.75,1255.44,1228.05,1300.23,1138.31,1318.88
1052.666667,1035.13,1187.31,1021.58,1031.07,1158.37
1065.5,928.57,1145.94,1022.48,1015.19,1025.68
936,1008.38,897.51,795.75,996.34,992.78
928,992.99,839.46,855.06,868.85,795.07
957.1666665,830.44,858.87,1088.89,1024.12,950.86
976.5833335,1021.74,915.02,941.15,1034.50,953.13
1041.583334,1051.21,930.27,1042.91,988.98,1164.66
1464.75,1471.12,1333.83,1675.76,1340.22,1532.34
