load (MW),Change1,Change2,Change3,Change4,Change5
1512.5,1405.55,1428.56,1680.63,1532.53,1416.79
1574.583334,1580.92,1421.63,1749.35,1355.70,1610.33
1416.333334,1312.41,1552.14,1586.36,1282.03,1391.78
1452.5,1483.54,1443.95,1247.62,1581.68,1242.22
1565.5,1597.16,1687.56,1480.73,1719.98,1448.98
2338.333334,2526.93,2042.09,2091.14,2345.15,2415.21
2473.75,2357.80,2599.22,2166.12,2837.03,2356.33
2282.833334,2572.35,2567.32,2346.29,2541.30,2194.92
2398.666667,2296.48,2445.23,2282.53,2200.53,2260.26
2460.5,2565.53,2248.75,2545.32,2237.40,2371.35
2258.25,1965.04,2515.70,2105.35,2334.29,2448.41
1713.416667,1613.24,1552.08,1700.26,1748.12,1966.58
1732.666667,1474.91,1647.05,1944.75,1982.24,1675.96
1907.833334,1913.53,1780.10,1712.28,1946.63,2185.43
2080.333334,2167.60,2154.83,2002.55,1961.43,2326.50
2070.25,2125.77,2357.76,1988.94,2316.42,2154.70
1877.25,2044.20,1674.55,1633.78,1761.86,1723.50
1828.083334,1698.05,1830.99,1946.78,1995.33,1638.46
2396.083334,2105.87,2314.08,2061.11,2594.71,2666.14
2367.583334,2708.26,2457.78,2684.71,2306.16,2044.32
2338.416667,2047.50,1990.55,2432.50,2153.42,2533.69
1990.916667,1759.27,2123.26,2282.31,2252.50,1707.85
2119.333334,2137.70,2383.22,2269.72,1919.04,2062.57
1870.75,1858.05,1727.51,2084.76,1853.65,1760.65
2956.333334,2696.60,2640.43,3122.04,2625.51,3316.63
2661.75,2565.78,2349.87,2734.18,3012.70,2886.43
2397.333334,2338.50,2199.42,2423.97,2099.39,2632.97
2355.75,2461.97,2156.24,2068.88,2582.06,2590.93
1962.916667,2227.30,2064.14,2248.77,1885.41,1990.72
2306.5,2134.49,2123.18,2460.31,2328.21,2151.29
2211.333334,2017.23,1925.39,2305.32,2499.56,2224.19
1924.666667,1713.21,2162.71,1930.48,1702.97,1987.34
2076.75,2302.91,2318.43,2112.08,2064.98,2035.89
1836.583334,1888.12,2049.29,1590.84,2078.29,1990.75
1801.583334,1722.60,1713.42,1716.91,1578.84,1951.82
2255.416667,2550.36,1966.60,2130.23,2208.78,2243.42
2178.416667,1863.60,2214.76,2344.37,2409.64,1869.15
2110.25,2281.36,2341.32,2154.00,1807.19,1937.06
1920.75,1841.51,1882.35,1999.03,1951.06,1963.88
2002.5,1934.00,1979.42,1808.70,2145.42,2267.71
1786.25,1864.43,1790.33,1743.52,1974.82,1814.19
1871.416667,2111.45,1633.67,1888.76,2121.93,1669.81
1958.75,1711.79,1764.53,1725.67,2248.65,1721.49
1567.333334,1359.99,1574.76,1526.97,1415.24,1333.45
1719.333334,1885.62,1602.38,1876.53,1900.40,1478.61
2070.083334,1812.74,2053.30,2028.59,2150.70,1813.50
2173.5,2266.67,2452.83,2199.50,2272.01,2011.17
2120.833334,1804.72,2259.08,2266.27,2036.40,1830.26
1850.25,2008.23,1632.82,2061.48,1707.23,1625.32
1436.083334,1300.28,1302.56,1240.12,1242.75,1279.97
1326.083334,1197.27,1355.11,1498.46,1261.81,1278.67
1600.25,1466.41,1645.69,1552.92,1733.44,1438.02
1570.916667,1344.49,1799.28,1467.76,1483.88,1522.92
1737.583334,1875.69,1788.70,1646.69,1887.06,1748.10
1669.416667,1439.99,1453.36,1552.47,1645.89,1683.70
1720.75,1776.12,1488.38,1809.58,1924.33,1655.46
2118.75,2256.75,2119.35,2242.21,2395.59,2043.95
1564.583334,1561.31,1593.27,1428.79,1681.32,1484.01
1374.833334,1488.61,1376.73,1340.19,1547.46,1387.13
1396.916667,1229.48,1223.82,1189.55,1308.75,1546.94
1367.583334,1474.76,1230.94,1242.62,1320.14,1491.79
1391.833334,1415.22,1321.81,1306.91,1231.41,1563.85
1290.166667,1447.96,1220.40,1463.01,1347.32,1188.14
1292,1273.09,1358.68,1155.71,1139.98,1395.70
1236.916667,1326.85,1151.51,1059.20,1220.18,1151.91
1228.75,1142.96,1328.40,1046.43,1229.16,1371.09
1205.333334,1123.79,1030.29,1321.47,1052.29,1277.94
1835.333334,1667.00,1826.55,1604.53,1886.62,1634.26
