load (MW),Change1,Change2,Change3,Change4,Change5
1258.833334,1131.86,1233.95,1230.90,1275.51,1355.24
1511.416667,1406.63,1530.11,1641.39,1361.38,1623.02
1248.166667,1263.43,1278.18,1219.65,1419.67,1117.46
1224.083334,1082.29,1138.04,1162.99,1308.91,1341.62
1165.083334,1146.13,1285.83,1099.38,1001.44,1294.27
1463,1486.21,1282.85,1553.29,1313.83,1527.10
1956.75,1849.56,2161.31,2159.02,1771.09,2102.56
1937,1762.43,1959.95,1842.77,1922.71,2070.51
2081.666667,1965.76,2375.48,2036.34,2274.35,2089.72
2075.75,2253.49,2028.54,2298.64,2297.64,2143.58
1987.916667,1901.52,2150.45,2110.54,1897.42,1926.03
1357.5,1176.50,1359.95,1429.91,1373.66,1526.32
1244.083334,1268.05,1130.07,1323.47,1231.23,1318.41
1376.25,1565.13,1301.80,1390.43,1526.75,1400.55
1494,1637.35,1661.15,1543.12,1602.39,1639.91
1764.5,1833.00,1940.57,1687.79,1871.54,1711.49
1672.666667,1626.07,1871.07,1489.38,1760.27,1476.87
1674.083334,1579.98,1889.06,1564.54,1693.76,1748.34
1835,1865.22,1856.60,1775.42,1754.62,1839.50
1819.25,2004.01,1942.40,2064.38,1827.04,2088.48
2184.666667,2037.78,2044.40,2353.04,2041.34,2325.48
1410.333334,1222.01,1199.63,1245.10,1433.87,1543.14
1809,1793.20,1911.98,1670.39,1639.00,1589.29
1630.25,1531.82,1864.59,1652.51,1634.01,1447.21
2770.916667,2602.66,3062.60,2989.69,2734.42,2421.88
2735.083334,2479.33,3133.46,2629.21,2454.69,2572.55
2219.5,2478.15,1887.21,1947.70,2114.30,1903.49
2053.583334,2326.52,1991.65,2306.19,1964.22,1922.07
1609.416667,1606.47,1780.15,1601.42,1520.86,1515.88
1588.083334,1731.08,1813.95,1559.25,1740.36,1468.06
2143.833334,2191.71,1863.46,1963.80,2031.38,2284.53
1773.25,1802.76,1925.92,1635.59,1644.93,1639.08
1623,1614.47,1582.12,1422.43,1593.44,1480.23
1792.083334,1926.41,1823.68,1744.23,1629.04,1942.32
1331.416667,1272.42,1358.77,1446.98,1199.95,1277.02
1719.833334,1565.77,1872.79,1895.08,1508.79,1910.25
2130.833334,2419.91,1834.87,2189.21,1932.87,1985.08
1655.166667,1641.66,1619.23,1690.90,1443.39,1546.24
1690,1708.13,1872.08,1715.52,1641.32,1610.19
1660.333334,1684.16,1609.14,1633.86,1471.49,1650.51
1356.166667,1508.25,1373.15,1364.71,1177.08,1244.38
1404.416667,1226.65,1312.62,1228.61,1435.48,1484.75
1763.75,1835.97,1825.92,1682.05,1995.00,2016.55
1240.916667,1256.32,1121.78,1341.72,1325.44,1149.06
1641.833334,1655.19,1663.87,1742.72,1769.85,1650.44
1756.333334,1568.87,1747.71,1886.88,1578.77,1822.80
1695.833334,1704.84,1859.00,1910.06,1721.88,1723.10
1939.833334,2057.00,1979.02,1745.07,1704.51,1668.42
1376.833334,1413.94,1244.98,1495.31,1336.02,1436.62
1191.166667,1181.42,1308.50,1181.52,1172.90,1084.34
1123.25,1280.25,1027.37,982.07,1183.57,1046.30
1379.75,1217.62,1394.51,1380.64,1273.99,1258.68
1394.333334,1438.93,1599.91,1534.31,1527.03,1520.82
1364.666667,1346.15,1243.41,1454.86,1438.33,1402.02
1336.666667,1179.79,1473.72,1315.24,1336.77,1347.72
1250.416667,1283.98,1232.33,1376.63,1145.76,1318.35
1847.416667,1882.22,1978.21,1804.84,1576.80,1810.13
1360.833334,1402.82,1472.46,1551.93,1266.72,1248.45
1320.75,1315.63,1233.42,1470.31,1288.61,1205.78
1236.583334,1163.53,1344.26,1210.97,1353.43,1116.06
1098.083334,1052.10,1184.86,971.02,1194.46,1012.61
1113.166667,949.68,1159.79,1093.61,1137.72,1052.78
1002,972.73,866.32,973.82,1062.49,1015.59
1012,1151.89,920.11,1017.88,918.32,889.48
1017.166667,1146.02,882.97,1003.31,916.49,890.14
1245.25,1216.18,1235.41,1093.92,1409.12,1074.83
1137.083334,981.53,987.83,1039.87,1244.91,1071.36
1415.666667,1513.88,1511.75,1619.28,1213.75,1411.69
