load (MW),Change1,Change2,Change3,Change4,Change5
1406.083334,1508.26,1526.73,1451.05,1237.88,1364.04
1207.416667,1110.74,1288.16,1213.18,1260.23,1067.85
1173.416667,1105.34,1183.96,1210.87,1133.31,1253.59
821.5833335,799.70,807.30,881.81,801.82,749.01
838.75,940.30,738.01,954.59,924.98,799.03
1396.75,1356.84,1331.84,1190.76,1513.39,1187.85
2326.916667,2217.02,2104.81,2577.96,2347.95,2088.86
2142.916667,1895.87,2072.38,2276.72,2044.67,1862.24
1838.5,1757.02,1771.74,1650.68,1691.47,1630.26
2065.5,2145.38,1994.65,1771.74,2173.51,2214.24
2798.333334,2434.97,3081.00,2846.50,2972.82,3118.09
1936.333334,2024.04,1705.11,1686.70,2139.47,1893.23
1489.916667,1640.39,1476.78,1689.20,1334.65,1435.05
1621.833334,1463.49,1668.81,1798.93,1678.09,1554.26
1372.166667,1532.59,1507.14,1264.88,1297.35,1266.50
2016,2299.38,1824.69,2300.39,1990.23,2062.08
1920.166667,2094.66,2166.91,1695.02,1973.27,1669.17
1418,1523.06,1610.54,1469.34,1243.03,1603.14
1738.666667,1803.56,1918.06,1875.33,1966.28,1902.98
2333.916667,2580.95,2114.31,2496.08,2443.82,2040.38
2154.583334,2425.21,2293.58,2088.61,2323.37,2361.66
2097.583334,1970.50,2206.56,2024.37,1814.62,2181.77
2134.666667,1966.05,2373.35,1881.28,1996.60,2248.94
1763.833334,1644.69,1756.61,1756.55,1979.68,1927.51
1965.083334,2086.16,1766.21,2042.25,1970.50,2039.10
2568.416667,2327.41,2349.09,2303.01,2359.38,2904.62
2059.5,1775.31,1905.82,1805.44,2058.77,2247.21
2185,2464.56,1974.43,2045.90,2175.59,2413.87
1984.083334,1698.84,2219.87,2212.87,2011.09,2153.06
1685,1611.70,1580.91,1687.93,1478.18,1789.28
2612.25,2406.18,2934.71,2775.60,2650.91,2378.78
2266.916667,2001.16,2277.02,2159.32,2365.88,1952.43
2111.416667,2250.99,1990.78,2005.50,1901.49,1855.59
1778.916667,1609.49,2023.90,1974.34,1819.96,1686.02
1600.083334,1488.68,1581.65,1805.23,1560.97,1602.10
1880.916667,1759.97,1707.88,1767.58,1892.02,1647.16
1868.75,2030.68,2007.05,1758.84,2148.68,1970.27
1581.5,1612.47,1383.73,1758.32,1638.23,1588.11
1908.416667,2131.87,2027.66,2172.04,2109.21,1976.21
1914.75,1917.07,1891.45,1801.21,2134.64,2162.35
1620.583334,1422.31,1440.01,1783.64,1501.35,1821.58
1505.666667,1625.38,1727.06,1523.08,1660.35,1567.26
1558.75,1363.71,1480.58,1392.07,1653.77,1408.05
1797.916667,1648.99,1882.32,1742.59,1617.48,1967.85
1427.333334,1620.57,1453.82,1599.00,1537.40,1464.39
1576.166667,1490.08,1406.75,1474.51,1516.68,1781.77
1995.166667,1732.90,1953.82,2187.48,1798.53,2032.18
2061,2177.55,1787.11,1952.36,1771.07,1938.64
2187.083334,2139.45,2377.49,1997.70,2265.81,1880.58
1608.916667,1726.06,1820.51,1626.42,1510.10,1561.63
1474.166667,1573.87,1599.07,1274.08,1447.94,1675.35
1012.916667,1000.58,1103.85,1119.99,1105.53,1005.05
1516.416667,1395.47,1539.22,1345.20,1539.98,1600.62
1679.5,1504.14,1475.41,1764.78,1905.72,1862.27
1432.583334,1221.00,1350.69,1473.03,1365.35,1527.99
1583.333334,1744.91,1601.48,1758.57,1400.60,1699.90
1727.583334,1929.88,1651.36,1936.53,1685.70,1900.87
1624.416667,1726.15,1705.00,1615.27,1383.43,1854.07
1787.666667,1773.25,2054.77,1803.10,1989.89,1874.11
1580.083334,1367.34,1768.15,1583.88,1783.62,1671.19
1227,1154.32,1151.25,1368.56,1264.74,1129.50
935.75,993.12,1032.57,999.29,1018.17,900.63
1035.916667,1187.31,1088.93,1155.98,1119.94,917.17
858.8333335,885.18,750.54,735.45,879.34,896.58
776.9166665,759.27,676.04,783.65,720.19,712.42
787.4166665,724.44,779.90,757.13,708.69,686.58
897.3333335,1000.76,926.39,780.80,828.15,953.59
1198.083334,1282.27,1199.51,1226.88,1261.80,1305.49
1501.916667,1375.71,1700.92,1337.30,1607.89,1437.88
