load (MW),Change1,Change2,Change3,Change4,Change5
1493.75,1409.72,1528.11,1592.77,1550.36,1343.61
1536.916667,1636.82,1627.33,1589.88,1608.79,1344.85
1283.833334,1453.67,1419.59,1159.12,1439.11,1205.96
1386.083334,1184.39,1280.11,1354.16,1488.05,1251.92
1599.333334,1759.08,1784.49,1731.00,1810.28,1436.35
2409.916667,2709.16,2239.68,2179.99,2180.95,2274.14
2483.833334,2410.72,2625.54,2288.80,2254.76,2368.60
2240.833334,2547.38,1942.30,2250.71,2493.19,2200.71
2275.916667,2389.87,2002.14,2275.36,2118.81,2385.90
2571.5,2600.19,2618.78,2343.56,2611.70,2478.88
2245.166667,1966.04,2131.49,2187.23,2475.84,2084.61
1791.916667,1807.64,1725.81,1524.99,1608.52,1780.14
1788.666667,1639.13,1623.14,1873.18,1656.62,1681.25
1912.416667,1895.16,1630.25,1701.79,2059.62,2137.47
2176.166667,2152.74,1968.75,2001.47,1941.40,2344.44
2086.333334,2064.52,2271.20,2304.32,2250.94,2394.51
1805.916667,1874.46,1865.55,1825.09,2054.83,1994.88
1829.666667,1763.80,1754.56,2010.76,1989.68,2063.64
2518.5,2733.11,2450.24,2214.36,2715.42,2441.33
2454.833334,2120.29,2607.81,2204.69,2542.80,2214.47
2369.5,2370.09,2512.09,2714.26,2594.82,2665.55
2039.416667,2048.10,2117.36,1963.64,1903.88,1791.52
2097.916667,2190.22,1958.63,2330.48,2207.00,2006.46
1914.75,2180.28,1855.92,2183.77,1840.83,1880.27
2846.166667,2511.05,2990.32,3132.88,2955.34,2693.46
2464.75,2637.26,2584.62,2415.91,2701.28,2756.31
2307.166667,2356.05,2186.01,2327.14,2098.58,2411.12
2322.166667,2241.83,2310.38,2470.80,2104.50,2389.14
2009.75,1793.11,2040.57,2209.89,1990.93,2307.13
2387.083334,2271.50,2280.39,2458.56,2350.36,2366.13
2297.5,2194.40,1973.81,2009.33,2157.90,2231.89
2012.083334,2104.97,2013.12,2018.00,1946.39,2136.79
2032.166667,1931.57,1785.05,2077.90,2070.68,2298.78
1890.083334,2019.75,1672.98,2169.32,1934.41,1867.44
1956.75,1959.66,1673.56,1851.41,1957.61,1822.70
2196.666667,1884.51,1909.79,2253.73,2076.73,2053.55
2007.083334,1818.84,1877.43,1920.96,2085.89,2222.82
2095.916667,2206.81,2294.23,1977.80,2402.88,2029.47
2080.75,1900.00,2218.98,2084.27,2047.76,1871.52
1988.416667,2214.53,1804.44,2200.50,2118.66,2110.25
1826.583334,1851.64,2001.81,1847.22,1857.68,2041.40
1929.25,1762.35,1916.41,1930.26,2196.78,1789.90
2092.083334,1993.74,2188.81,2014.00,2246.74,1802.51
1704.083334,1580.07,1901.41,1804.69,1653.38,1517.92
1670.833334,1505.66,1845.24,1716.99,1735.56,1891.39
2021.5,2066.29,1890.67,1943.67,2280.35,2158.51
2316.25,2622.71,2546.95,2418.97,2313.54,2115.04
2214.166667,2231.97,2129.41,1969.74,2534.91,2258.72
1953.75,2127.56,2063.55,1973.84,2161.56,1763.74
1554.583334,1767.80,1471.31,1717.74,1558.55,1486.98
1351.5,1207.80,1260.55,1412.38,1442.30,1195.21
1677.5,1611.60,1671.56,1793.54,1821.53,1780.16
1753.166667,1690.24,1951.64,1869.25,1912.43,1957.62
1796.083334,1902.31,1735.35,2027.78,1737.16,1693.49
1730.833334,1592.40,1498.04,1748.99,1525.09,1950.51
1883,1681.17,1626.92,1795.09,1654.90,1604.33
2059.5,1808.79,1911.52,2070.44,2072.52,1865.20
1734,1932.94,1738.73,1641.62,1947.89,1693.01
1479.5,1691.03,1562.97,1661.32,1683.39,1592.95
1489.333334,1441.45,1301.22,1363.04,1310.24,1316.75
1405.833334,1497.15,1372.33,1420.20,1252.05,1495.21
1410,1496.38,1470.42,1584.54,1570.71,1306.28
1354.166667,1467.37,1204.27,1265.67,1468.40,1261.41
1345.333334,1505.67,1146.04,1519.71,1493.38,1152.40
1238.166667,1419.71,1103.82,1157.74,1097.10,1100.86
1238.083334,1349.88,1298.81,1186.98,1204.82,1326.25
1055,975.66,1169.55,1201.78,975.80,1012.07
1898.833334,2155.92,1634.26,2045.80,1857.40,1621.11
