load (MW),Change1,Change2,Change3,Change4,Change5
1422,1320.90,1586.78,1382.24,1586.16,1472.27
1243.333334,1202.86,1352.91,1208.48,1183.07,1194.12
1231.25,1314.40,1320.68,1075.17,1058.55,1258.04
823.4166665,929.48,892.89,895.72,872.58,742.84
868.25,933.12,835.83,927.20,769.65,908.33
1492.416667,1669.85,1467.45,1502.40,1467.59,1539.05
2427.5,2672.52,2238.36,2317.70,2396.56,2384.49
2184.916667,2113.65,2401.16,1868.74,2483.17,1936.78
1918.833334,1943.50,2059.43,1714.68,1660.26,1674.32
2118.166667,2186.02,2247.25,2435.68,2263.01,2034.84
2880.333334,2816.41,2854.31,2583.43,2916.56,2643.87
1971.5,1811.64,1759.69,2044.25,1785.42,1837.33
1535.5,1437.01,1542.16,1479.10,1724.84,1347.68
1755.416667,1536.09,1612.74,1573.26,1983.40,1788.86
1444.5,1481.40,1626.91,1548.81,1520.23,1330.26
2136.416667,1972.24,2422.05,1913.21,1950.27,2327.90
1945.583334,1768.33,1850.07,1942.34,1763.15,1730.33
1398.416667,1377.81,1477.35,1444.60,1254.97,1291.58
1843.666667,2114.20,1717.97,2063.25,1823.67,1687.08
2434.25,2176.94,2652.91,2206.22,2587.58,2247.22
2242.666667,2039.05,2353.42,2367.61,2165.58,2319.05
2152.5,1952.91,2161.26,2070.24,2210.57,2121.89
2242.5,2056.41,1951.93,2545.07,1992.10,2257.66
1786.666667,1697.52,1826.05,1976.04,1815.79,2027.70
2039.083334,1751.26,1904.68,2084.35,2219.51,2232.15
2595.333334,2908.18,2842.55,2769.95,2503.03,2828.22
2118.833334,2024.65,1853.08,2012.80,2343.41,1853.00
2263.5,2251.02,2267.36,2290.51,1953.79,1927.00
2034.25,1943.60,2198.04,1746.86,1797.90,1970.28
1754.083334,1545.42,1619.71,1727.61,1655.52,1802.78
2730.916667,2515.21,3070.33,2692.81,2732.33,2329.06
2321.666667,2025.53,2131.74,2413.08,2064.45,2098.89
2226.583334,1914.91,2255.46,2139.30,2116.82,2349.93
1857.25,1822.89,1667.06,1889.37,2058.14,1587.89
1679.666667,1661.03,1886.96,1847.67,1617.88,1837.75
1954.5,1780.51,1949.56,1751.54,2099.33,1880.38
1899.5,1670.88,1969.23,2134.27,2080.21,1916.31
1627.583334,1817.44,1416.41,1757.12,1384.81,1796.14
1983.666667,2203.34,1875.03,1768.14,1982.55,2097.71
2012.416667,1868.47,2202.59,2030.34,2169.19,2103.19
1671.833334,1440.27,1634.48,1498.71,1557.13,1635.75
1579.666667,1578.05,1782.05,1482.14,1370.74,1469.68
1619.916667,1568.78,1686.45,1523.14,1425.57,1541.13
1851.75,1714.99,1654.83,1943.61,1665.76,1721.08
1464.916667,1612.83,1631.33,1674.15,1283.00,1626.96
1648.083334,1415.84,1847.63,1554.70,1708.60,1857.18
2053.25,2266.94,1957.46,2273.21,2236.12,1796.63
2113.666667,2196.40,2011.70,2228.02,2237.66,2122.51
2282.75,2084.29,2311.52,2467.63,2402.87,2264.66
1687.833334,1745.08,1467.14,1565.01,1510.17,1555.94
1548.75,1587.82,1755.13,1538.11,1334.86,1317.38
1033.916667,1103.73,887.23,949.85,1133.37,1014.96
1558.5,1489.08,1545.92,1720.35,1643.35,1374.13
1800.166667,1910.27,2052.81,1888.32,1559.72,1759.56
1487.083334,1556.26,1364.64,1537.59,1279.99,1536.12
1674.75,1856.78,1533.32,1891.80,1747.40,1668.45
1774.25,1798.82,1537.70,1996.96,1974.65,1678.28
1665.833334,1579.73,1776.46,1734.31,1743.93,1432.75
1870.333334,1905.31,1758.52,1766.14,2109.65,2117.76
1648.666667,1744.06,1843.51,1573.90,1710.59,1469.28
1355.333334,1319.25,1539.31,1548.35,1253.93,1204.63
968.3333335,824.97,1094.28,1001.52,1033.59,968.84
1118.083334,1061.09,982.32,965.48,956.30,964.24
879.75,983.30,989.21,974.96,973.73,894.97
804.6666665,719.11,852.37,805.67,764.36,914.77
774.25,780.75,803.43,880.61,705.04,673.26
954.0833335,1006.77,837.55,879.76,947.59,853.54
1280.75,1311.20,1145.06,1191.81,1109.96,1335.13
1615.416667,1835.79,1739.41,1761.27,1647.51,1421.11
