load (MW),Change1
1404.416667,1195.74
1179.583334,1154.15
1203.25,1189.47
939.4166665,1071.84
895.8333335,950.11
1311.833334,1309.31
2167.833334,2031.09
2092,2069.91
1764.583334,1839.63
1950.416667,1848.38
2533.666667,2248.07
1911.416667,1685.56
1438.666667,1643.02
1481.916667,1604.65
1428.25,1221.39
1890.083334,1914.48
1857.666667,1914.01
1453.833334,1332.05
1603.75,1544.87
2210.083334,2401.64
2106.833334,1830.21
2010.75,2140.05
2023.416667,1911.56
1732.25,1609.91
1839.083334,1618.84
2493.416667,2702.83
2066.666667,2146.54
2020.5,1924.62
1973.916667,2011.21
1641.333334,1821.17
2336.333334,2295.78
2124.5,1995.30
1932.5,1774.81
1645.833334,1871.93
1559.916667,1456.76
1756.75,1763.34
1825.5,1655.53
1606.333334,1780.61
1901.666667,1777.70
1806.166667,1801.59
1608.166667,1653.43
1494.083334,1387.67
1534.75,1503.51
1760.166667,1822.46
1422.833334,1497.85
1501.75,1525.09
1830.083334,1969.92
2043.75,2111.81
1994.583334,1702.39
1514.666667,1554.40
1306.833334,1206.26
1052.916667,1145.17
1471,1430.17
1560.25,1461.31
1439.333334,1405.33
1384.583334,1531.85
1632,1517.09
1595,1573.21
1650.666667,1403.11
1407.583334,1249.58
1085.583334,1220.51
963.75,958.59
1008.25,983.52
864.3333335,971.72
834.6666665,873.64
864.4166665,809.22
890.0833335,772.23
1028.25,1120.66
1412.25,1208.69
