load (MW),Change1
1346.833334,1462.90
1372.25,1289.73
1109.583334,1051.81
1131.666667,1286.51
1417.166667,1587.97
2283.833334,2486.86
2255.75,2006.09
1989.083334,2230.15
2080.583334,2300.21
2517.333334,2443.20
2067.75,1901.65
1566.416667,1644.62
1594.583334,1453.57
1699.083334,1917.70
2004.416667,2181.64
1978.666667,2016.35
1601.25,1628.47
1730.833334,1923.16
2366.916667,2188.85
2273.5,2179.87
2161.416667,2299.51
1456.666667,1535.24
1890.833334,2136.93
1887.666667,2157.96
2607.166667,2943.30
2204.5,2215.03
2122.833334,2214.88
2108.083334,2211.78
1811.416667,1643.76
2349.25,2644.81
2195.833334,1907.19
2003.333334,1814.68
1868.5,2044.70
1749,1521.82
1860,1937.97
1956,1730.19
1779.25,1777.69
2021.583334,2289.57
1924.083334,2162.64
1761.666667,1832.05
1634.333334,1758.09
1744.75,1925.66
1927.333334,1905.08
1623.666667,1764.77
1600,1508.38
1917,1924.75
2164.75,2139.50
2058.083334,1899.62
1727.916667,1984.08
1425.25,1285.73
1215.083334,1115.15
1608.5,1816.61
1625.75,1797.84
1611.333334,1425.05
1505.833334,1414.58
1768.333334,1684.99
1801.5,1836.93
1692.833334,1547.67
1433.666667,1241.58
1312.75,1463.82
1173.083334,1246.70
1192.5,1133.98
1077.583334,995.49
1080.333334,938.84
1069.083334,975.87
1067.083334,1041.50
1163.166667,1247.11
1599.666667,1779.47
