load (MW),Change1
1094.833334,1239.78
1287.333334,1298.02
1117.833334,1131.45
1134.5,1267.84
1195.833334,1100.68
1596.833334,1679.39
1751.083334,1982.58
1906.916667,2009.05
2077.666667,2084.05
1871.416667,1955.00
1781.333334,1729.13
1177.166667,1227.34
1164.333334,1130.46
1279.083334,1344.92
1417.75,1268.75
1495.5,1663.79
1667.75,1533.61
1568.416667,1543.50
1709.916667,1837.68
1737,1986.64
1788.166667,1637.19
1498.75,1642.88
1622.666667,1830.78
1471.833334,1441.81
2760.666667,3130.48
2545.75,2438.39
2119.916667,1836.92
1841.333334,1612.96
1429.083334,1238.80
1704.916667,1502.24
1715.916667,1791.53
1432.583334,1285.33
1568.25,1580.41
1348.333334,1438.46
1170.5,1114.01
1837.666667,1854.26
2090.166667,2147.37
1724.5,1466.51
1396.333334,1500.35
1601.75,1544.10
1302.333334,1116.68
1345,1438.60
1547.416667,1777.37
1133.583334,1231.67
1528.5,1621.24
1654.666667,1776.06
1567.25,1503.59
1526.5,1658.00
1302.083334,1299.84
1068.333334,1056.68
1029,1064.36
1288,1173.82
1205.916667,1238.31
1272.75,1427.70
1335.25,1391.15
1187.916667,1096.15
1871.25,1648.84
1174.166667,1003.56
1143.916667,1118.84
1072.833334,1191.12
996.25,950.71
1107.833334,1048.86
1012.916667,1116.88
1026.25,912.70
1017.666667,1013.10
1111,985.92
1010.5,1036.29
1396.75,1461.30
