load (MW),Change1
1627.833334,1433.95
1631.416667,1429.63
1592.416667,1602.81
1259,1408.65
1170.416667,1025.46
1918.666667,1928.62
2700.416667,2387.56
2414,2478.75
2285.166667,2269.66
2698.916667,2497.74
3269.25,3303.38
2082.666667,2094.70
1874.75,1766.50
2181.5,2249.02
1876.5,1612.81
2418.333334,2660.85
2278.333334,2003.85
1816.25,1575.44
2320.166667,2522.20
2623.583334,2443.39
2555.833334,2551.40
2184,2503.75
2549.166667,2682.87
2094.333334,2067.60
2626.5,2411.91
2921.583334,3307.21
2363.5,2234.24
2660.25,3007.01
2200.75,2474.38
2033.083334,2296.62
3132.75,3383.30
2779.916667,3109.61
2596.333334,2931.94
2156.583334,2097.33
1990.25,2168.38
2283.75,2605.01
2214.916667,1931.80
2012.25,1850.42
2343.25,2226.00
2260.833334,2253.90
1893.666667,2064.03
1900.416667,1776.34
1917.75,2104.79
1934.583334,2049.24
1869.916667,1613.29
2027.166667,2315.86
2389.083334,2414.86
2471.916667,2231.85
2336.916667,2670.68
1778,2030.60
1828.666667,1794.61
1502.916667,1567.04
2015.833334,2263.98
2072.916667,2272.73
1799.833334,1724.78
1893.833334,1653.74
2114.75,2293.30
1889.166667,2165.80
2081.166667,2350.73
2009.833334,1998.00
1596.833334,1363.10
1185.25,1024.48
1379.916667,1390.17
1181,1229.30
1165.5,1034.12
1178.666667,1150.35
1480.916667,1597.61
1683.083334,1762.74
