load (MW),Change1
1550.916667,1431.36
1670.583334,1736.79
1501,1365.81
1306.666667,1331.12
1167.416667,1250.39
1717.75,1936.82
2474.5,2129.59
2142.083334,2128.10
2240.083334,2485.95
2660.5,2644.37
2882.75,2483.29
1812.666667,1975.94
1656.583334,1638.39
1894.25,1819.73
1768.083334,2008.37
2212.166667,2191.36
2156,2062.06
1883.916667,2068.32
2194.583334,2295.06
2338.166667,2651.72
2443.583334,2228.21
1883.75,1876.60
2347.666667,2218.28
1939.166667,1719.53
2695.5,2863.95
2910,3325.77
2337.166667,2669.64
2445.666667,2512.30
2012.25,1997.50
1806.416667,1896.99
2909.25,3052.96
2470.583334,2385.03
2380.583334,2081.16
2121.5,2048.77
1743.416667,1872.62
2154.916667,1960.14
2211.166667,1900.53
2021.416667,2183.02
2193.416667,2095.96
2084.333334,1834.79
1764.583334,1854.83
1781.583334,1814.39
1873.583334,1694.21
1663.583334,1774.56
1851.666667,2050.86
2005.416667,1818.50
2180.083334,2446.73
2351.166667,2552.31
1968.833334,2102.31
1563.916667,1599.90
1506.166667,1477.99
1478.25,1299.43
1884.5,1620.89
1739,1508.60
1645.083334,1617.21
1623.5,1651.94
2044.833334,1766.49
1728.916667,1743.16
1836.916667,2050.28
1789.25,1796.20
1415.666667,1501.17
1116.166667,979.96
1216.583334,1058.35
1120.25,1136.80
1135.166667,1118.69
1289.5,1181.44
1401.583334,1475.65
1558.75,1375.79
