load (MW),Change1
1547.833334,1382.72
1483.333334,1630.21
1378,1176.27
918,938.91
1237.25,1104.20
1995.666667,2114.07
2908.333334,3134.80
2651.25,2708.29
2268.333334,2257.93
2380,2455.14
3127.083334,3429.41
2345.416667,2133.49
2003.5,2178.35
2325,2481.57
1946.416667,1731.18
2589.416667,2471.15
2084.416667,2146.62
1489.333334,1564.83
2198.083334,1885.34
2885.916667,2650.24
2745.166667,2812.70
2566.5,2446.43
2739.583334,2885.39
1951.5,2185.45
2225.416667,1950.62
2760,2503.39
2272.416667,2134.37
2634.25,2934.22
2281.916667,1998.44
2092.166667,2261.61
3049.166667,3331.74
2560.666667,2256.07
2809.166667,3091.75
2105.333334,2137.59
2199.166667,2490.59
2399.166667,2409.97
2187.75,2252.68
1784.416667,1993.31
2144.5,1936.59
2457.583334,2612.99
2067.75,1998.82
2008.666667,2093.78
2025,2113.01
2268.75,2307.11
1623,1430.95
1793.833334,1725.23
2377.666667,2486.77
2437.25,2354.68
2748.5,3072.32
2150.25,2082.73
2074.666667,2117.51
1234.333334,1375.59
1776.75,1793.73
2302.5,2271.56
1908.083334,2158.14
2234.083334,2108.98
2244.75,1994.77
2108.166667,2240.90
2154.75,2100.44
1908.833334,1640.30
1905.5,1801.97
1364.833334,1196.33
1559.583334,1711.54
1304.166667,1346.53
1224.666667,1105.66
918.5833335,918.58
1212.416667,1306.64
1751,1911.81
