load (MW),Change1
1408.666667,1563.03
1465,1531.18
1189.833334,1062.47
1269.833334,1095.25
1534.666667,1715.98
2387.75,2242.37
2392,2277.82
2127.416667,2271.71
2193.916667,2333.58
2558.166667,2220.16
2145.916667,1838.13
1719.083334,1893.47
1717.583334,1603.76
1839.666667,1725.09
2132,2198.00
2034.916667,2055.14
1689.25,1798.83
1759.083334,1961.42
2475.083334,2210.72
2379.666667,2440.69
2298.833334,2239.58
1986.833334,1936.39
2002.75,2301.58
1896.583334,2169.85
2746.25,2699.48
2348.916667,2393.37
2207.083334,2148.90
2236.083334,1963.35
1949.916667,1761.71
2374.333334,2194.51
2286.666667,2260.32
2016.5,2086.11
1989.916667,1932.31
1864.333334,2050.95
1938.583334,2223.91
2094.583334,1924.30
1890.333334,2087.84
2039.25,2257.49
2011.25,2179.40
1897.75,1650.81
1767.916667,1981.05
1861.25,2088.05
2054.583334,1926.30
1676.333334,1555.84
1637.916667,1475.32
1969.833334,1797.26
2258.833334,2104.56
2173.583334,2007.24
1885.333334,2128.14
1519.416667,1352.06
1313.5,1212.04
1668.25,1898.50
1706.666667,1879.08
1698.083334,1473.28
1659.666667,1446.17
1868.083334,1790.22
1955.25,2154.57
1731,1520.20
1467,1333.10
1407.333334,1257.33
1336,1250.93
1338.25,1472.41
1255.666667,1097.34
1238.833334,1377.50
1187.5,1341.66
1179.083334,1073.27
1060.166667,1187.04
1787.666667,1742.87
