load (MW),Change1
1370.833334,1557.19
1169.833334,1205.99
1189.333334,1226.12
867.9166665,815.32
860.0833335,764.94
1306.833334,1470.90
2203.916667,1953.67
2093.5,1859.50
1754.666667,1804.36
1958.916667,2247.20
2604,2728.25
1916.583334,2074.96
1436.916667,1569.72
1503.166667,1308.73
1387,1339.25
1914.583334,1969.45
1860.25,1804.45
1423.75,1443.53
1627.25,1502.34
2237.583334,1924.08
2109.75,1813.48
2030.5,2182.33
1863.166667,2010.37
1736.333334,1485.57
1853,1667.48
2496.166667,2373.17
2053.083334,2081.62
2075.25,1795.90
1956.416667,1962.22
1632.75,1840.59
2420.916667,2307.23
2156.333334,2362.79
1960.166667,2085.98
1652.25,1870.46
1544.166667,1369.74
1782.416667,1768.00
1826.916667,1745.84
1562.75,1614.48
1879,2043.58
1805.416667,1817.37
1595,1491.62
1498.083334,1402.36
1533.583334,1734.47
1750.333334,1678.97
1396.166667,1508.52
1512.5,1560.98
1849,1647.70
2050.416667,2211.88
2045.5,1869.93
1520.166667,1366.87
1331.416667,1208.44
1020.916667,918.05
1464.5,1510.86
1601.166667,1542.45
1414.25,1496.69
1454.25,1433.19
1643.166667,1492.48
1564.083334,1384.26
1669.25,1833.00
1443.25,1561.73
1118.75,1173.85
937.0833335,870.68
995.6666665,1017.87
837.1666665,768.35
782.9166665,835.31
812,756.56
859.8333335,766.23
1121.666667,1243.73
1411.666667,1254.01
