Change1,Change2,Change3,Change4,Change5
-0.02315118670558606,-0.11968813583194898,0.09239864377155294,-0.017366779927493775,0.07998372852068243
0.07731812819504519,-0.09226110892646477,-0.10545812033031846,-0.144136846244593,0.08217852929610696
-0.03873470763764659,0.021043141647750684,0.09305859556145628,-0.13289761807282824,-0.08330972370681912
0.024712202609362986,0.1361166538756715,-0.0260015349194167,-0.14784343821949353,0.021468406242005647
-0.04995629963792906,0.05432638229275745,-0.13510550673736765,-0.039767761748149395,0.007466599571748509
0.02253744278529628,-0.07517108702227022,0.14061342269730814,0.07050665845693485,0.004324895159116404
-0.022355687249928154,-0.03111249446674581,0.13780613003335737,0.1452606189060961,0.028738135668667224
-0.12619445192566658,0.1403124158362509,0.07353083759762995,-0.12957177484513868,0.05013196875841634
0.037971792801218276,0.018866688710924572,-0.02868703860688807,0.023430154122421033,0.05727333745558319
0.06424540842903308,0.005710673275790371,0.02759382472350371,0.03681261631131051,0.04816342812773985
-0.03194358855484739,-0.021353713964834216,-0.10917873610296712,-0.02185533960330853,-0.09189038581534756
0.1481093903726481,-0.1026375865735619,0.0005944169960021489,-0.09747768150187472,0.10053791339110048
0.06763439626111749,-0.05841925198877601,-0.10823269715940703,0.09626007237167024,-0.12233359129160665
-0.08926198658157414,0.06781214203894612,0.04631647848142692,0.0770348551791851,0.0346129929635085
-0.14687516349039542,-0.0194006448263088,-0.04362749385074872,0.10956877757477675,-0.1118912798829356
0.05688164096684192,0.11533330422599065,0.08195168476697727,-0.11102051453163544,0.0635433922776522
0.07673290128955264,-0.14344055348700388,-0.07185421032564407,-0.14239982453784172,-0.08486990908225495
0.0400603955911218,-0.000235542805375268,-0.09419900347274651,0.11873773214555333,0.11599577230862146
0.06496662216288386,-0.11587449933244323,-0.06753449043168669,-0.07439252336448592,-0.0524076546506454
-0.057112390517774204,0.1483197463743276,-0.08338137015285998,-0.0870347333636696,-0.02368968063614105
0.027689301416707304,0.12769907181240844,-0.06841231069858328,0.13646311675622866,0.03777723497801658
-0.011439808757357669,0.046889939877397056,-0.09380200376387768,-0.12160265513594157,0.13170773618548143
0.14893581550430687,-0.05011947763267577,-0.1414281744929147,0.029963878855237602,0.0020839121978327314
-0.13858556279274983,0.11537559504749892,-0.12256870680741344,0.049950530945419444,0.14307255363024102
-0.14548128629303048,-0.13590898621311545,-0.12367749404816424,0.12925441025444231,-0.10094773313082993
-0.060032140772145234,-0.027775644094296694,0.1421659542532307,-0.11277231243279197,0.0020256336763138138
-0.07792039422965273,0.09173902303102532,-0.0001838329092543279,-0.11927287677660307,0.025593762486469024
-0.036002303358393925,0.040644895773522274,0.12040635006656147,-0.10621370418586593,-0.14315044844235414
-0.0899677891654465,0.12617276720351392,-0.11068814055636896,0.09216398243045382,-0.024708638360175728
-0.028014679567098598,-0.025925019928628504,-0.11487803135714492,-0.057977980994750176,0.09524069927390949
0.08903056465296988,-0.009935165480106378,0.0902485331613929,-0.09753164584824583,0.13848564336570374
-0.12632544856424766,-0.029347588507669758,-0.007153801159304984,0.1285192352458898,-0.08957488034697365
0.08696636739683038,0.10100849184838866,0.03877752702801372,-0.08564985864114565,-0.08206880025292548
0.11056539824372212,0.09606532121398866,-0.12441842551224777,-0.10198736712370975,0.05580033893082728
0.020904155555802367,-0.11894795973063502,-0.13931673546624548,0.09731373996680764,-0.14054661191678267
-0.04327208384374576,0.008515040152443228,0.019768613039335754,0.1202667755546482,0.09959983666802778
0.068257643217572,0.04180468981893741,-0.002724844167408678,0.11789254971801717,0.04262392401306023
0.033462365591397904,0.09234661606578115,-0.09026691967109428,-0.1103858317520557,0.015357368753953148
-0.06129145496804358,-0.026954056783160835,0.12526661546591075,0.13140080076832109,0.006999954820321376
0.10722194065085652,-0.13107782648271313,0.10485375929365301,-0.03868231999243696,0.02408663049323489
-0.0005754610796837223,0.023062195498482093,-0.07521689205727984,0.015244242434167972,0.002004266505770129
0.023435468895078863,0.02219746208604141,-0.1372392448158465,0.12799133395233675,0.06427731352522434
-0.016329491892863854,-0.037338720962883674,0.04014142044352057,-0.1209623951290761,-0.07331282445046831
-0.004249958561246532,0.0583855461627714,0.07726835736781035,-0.12800928228078898,0.05875683739433111
-0.0641452548823569,0.003259421841756552,-0.13310151344897866,0.10843686333603879,0.06723741356050082
-0.011205554176954997,0.028125138702104927,-0.11152151693773428,-0.06586266777059756,-0.07044457333614176
0.14713540593314967,0.02667675246990436,-0.015562368430763926,0.06514631490539599,0.09328661827661387
0.057473394265681835,-0.14635282333792413,0.07386503067484651,0.12430699887316891,0.14493552022035813
0.02875150205225972,0.10164828801603426,-0.07574601554188824,0.12364776540427588,-0.09947635261061867
0.004674905047587499,-0.037555735195291366,-0.03392659776838427,0.029005775065762684,0.05257653827173164
-0.10957044473856002,0.13458143900625633,-0.1281307731252715,-0.03207447645091663,-0.08235449401415941
-0.057506961506961496,0.0777788697788698,0.07266830466830472,0.005117117117117082,0.12615233415233415
0.10695052255967435,-0.10909345712857743,0.0844885197618867,0.09063274742036591,0.13374582275870528
-0.11384819964236045,0.0012188363432202283,0.074801107795058,-0.1461850417404576,0.13321883631396814
-0.07013115916341728,-0.010599078341013857,0.08369372562920947,-0.0031974477135767393,-0.14280751506557962
-0.09484620406008425,0.1418694845637891,-0.06124931489655536,0.006488857467874313,-0.033269854316458444
-0.09488007240911149,0.04603409262332174,-0.04353597827726661,0.05509729974355104,-0.0605581535676572
0.09431292517006805,-0.07582161753590332,-0.07899622071050648,0.05551020408163263,-0.10694482237339376
-0.13579275139009908,-0.14537978069887575,-0.024068613511569612,-0.11406685114770984,0.14808200615727815
0.1097584142060707,0.14899855461490816,-0.044724344414619116,-0.13681602312616153,0.11362378690894069
0.033356554454288624,0.13790056962067743,-0.023926536091220172,0.04102279891037906,0.10829005664715338
0.09841389019239784,0.08391365556076967,-0.11002346316283437,0.1283153449084937,0.06901923979352412
-0.0901175213675214,0.0969978632478632,-0.06645299145299151,0.06335470085470081,-0.07083333333333329
0.14429956896551732,0.12772629310344824,-0.060797413793103404,-0.10632543103448272,0.12108836206896537
0.09696674231185214,0.003179523072119037,0.019780602650144634,0.009907713914314376,0.0987114750302476
-0.034716272884253586,-0.08723611245204604,-0.0740370340346383,0.020773103332916976,-0.08819865191770646
0.03273541817250327,0.1284742772199542,0.037017360725167085,0.08914953126544567,0.09603328196109558
0.0997849462365592,0.1227854582693292,-0.012514080901177626,0.09366786140979692,0.04438982761563406
