trend,day_multiply_hour,month,tempoerature_1 (F),tempoerature_2 (F),tempoerature_3 (F),tempoerature_4 (F),tempoerature_5 (F),tempoerature_6 (F),tempoerature_7 (F),tempoerature_8 (F),tempoerature_9 (F),tempoerature_10 (F),tempoerature_11 (F)
10,10,1,47,33,32,41,43,44,39,41,35,42,30
34,20,1,47,48,43,50,42,48,44,46,43,47,47
58,30,1,55,52,48,53,49,51,50,53,49,51,57
82,40,1,64,59,56,63,59,60,63,63,61,62,64
106,50,1,66,58,55,69,44,65,54,65,47,65,48
130,60,1,43,32,33,42,37,37,38,39,37,37,34
154,70,1,28,16,20,25,22,23,22,24,22,23,16
178,80,1,31,22,21,29,28,28,24,29,25,28,22
202,90,1,33,27,29,31,28,30,30,30,30,30,27
226,100,1,15,9,9,19,9,17,12,18,11,16,7
250,110,1,21,8,10,17,14,14,16,17,13,13,6
274,120,1,39,39,31,36,33,38,37,38,34,38,40
298,130,1,43,40,36,39,40,43,43,41,40,43,41
322,140,1,31,27,22,33,23,32,29,32,28,31,27
346,150,1,36,34,22,40,19,43,31,39,31,42,31
370,160,1,25,18,16,24,17,27,20,24,18,27,15
394,170,1,30,23,20,28,22,31,26,27,25,29,18
418,180,1,38,38,36,38,36,39,39,37,36,39,40
442,190,1,30,23,24,29,26,30,27,32,27,30,21
466,200,1,27,19,23,25,25,24,25,26,24,25,18
490,210,1,27,17,20,24,21,24,20,23,18,23,15
514,220,1,37,32,30,35,32,35,31,35,32,35,35
538,230,1,26,16,18,26,19,26,20,25,20,26,15
562,240,1,32,33,19,36,19,39,26,34,24,35,26
586,250,1,19,14,12,23,13,21,17,21,16,21,11
610,260,1,34,21,21,27,20,19,18,20,18,19,19
634,270,1,38,28,34,30,34,28,23,28,24,27,23
658,280,1,30,20,26,26,26,25,23,25,25,25,21
682,290,1,34,31,22,37,28,36,25,58,26,42,31
706,300,1,35,31,23,43,21,41,29,43,27,39,23
730,310,1,25,7,16,23,17,20,19,19,19,19,7
754,10,2,28,10,18,25,18,23,21,14,19,19,9
778,20,2,33,18,19,29,19,28,25,17,24,24,10
802,30,2,48,35,42,51,42,36,34,32,32,33,34
826,40,2,41,32,34,38,36,37,35,29,36,35,32
850,50,2,37,27,30,33,33,32,30,33,29,32,21
874,60,2,54,35,42,55,44,38,33,42,32,36,35
898,70,2,46,37,38,48,41,44,38,50,37,45,37
922,80,2,35,27,28,35,29,33,31,36,31,34,25
946,90,2,37,25,32,35,35,34,36,39,33,36,27
970,100,2,43,38,39,42,41,41,38,42,36,41,38
994,110,2,41,33,35,42,37,41,37,42,35,39,32
1018,120,2,37,33,31,39,33,35,36,41,34,37,32
1042,130,2,39,37,34,37,37,40,38,42,36,40,37
1066,140,2,44,39,35,44,37,45,44,46,40,46,38
1090,150,2,40,31,32,43,36,40,39,43,36,40,30
1114,160,2,29,18,21,27,23,24,22,27,21,24,18
1138,170,2,36,26,27,33,29,29,29,33,26,29,26
1162,180,2,36,28,29,35,31,33,34,35,32,33,24
1186,190,2,43,41,36,40,42,44,45,43,44,45,43
1210,200,2,51,38,36,51,42,48,43,49,41,45,35
1234,210,2,56,46,51,59,52,57,58,61,53,57,45
1258,220,2,43,35,38,42,40,41,39,43,37,41,34
1282,230,2,41,31,34,38,37,38,37,39,35,37,26
1306,240,2,44,38,36,45,40,43,40,45,37,44,38
1330,250,2,36,31,29,36,31,36,36,37,34,37,30
1354,260,2,35,28,32,35,35,33,32,35,31,33,28
1378,270,2,42,34,35,39,37,38,38,41,37,39,33
1402,280,2,40,34,34,41,38,42,42,43,40,42,27
1426,290,2,52,37,38,48,47,48,41,51,39,47,30
1450,10,3,55,41,44,52,47,52,49,53,45,53,39
1474,20,3,62,60,55,64,56,62,63,63,61,63,60
1498,30,3,56,45,48,58,54,56,53,59,51,56,42
1522,40,3,59,61,51,63,49,64,61,64,59,64,61
1546,50,3,63,52,46,69,46,63,51,68,49,62,49
1570,60,3,70,60,63,71,61,67,64,72,63,67,61
1594,70,3,54,47,47,52,49,52,51,53,48,51,45
1618,80,3,47,38,42,46,44,45,46,47,45,46,38
