load (MW),Change1
1472.166667,1397.09
1647.5,1584.10
1433.333334,1467.74
1273.333334,1342.63
1194.333334,1160.80
1589.166667,1616.66
2274.833334,2604.20
1941.416667,2081.68
2214.5,1972.83
2442.333334,2316.52
2510.083334,2593.13
1625.75,1628.68
1456.5,1454.20
1670.166667,1717.68
1695.5,1907.37
1972.25,2012.67
2000.916667,2205.06
1830.166667,1632.61
2064.416667,1773.88
2167.416667,2013.76
2346.083334,2070.14
1680.833334,1702.81
2161.25,2084.91
1783.916667,1577.53
2699.75,2603.84
2883.25,2898.32
2318.916667,2317.03
2317.416667,2472.96
1846.416667,1574.85
1697.166667,1844.88
2647.083334,2631.39
2188.5,2126.87
2109.583334,2140.83
2051.416667,2080.10
1569.25,1717.52
1975.666667,1944.27
2252.583334,1930.17
1884.75,1928.99
1978.416667,2234.23
1949.833334,1941.48
1613.416667,1514.92
1665,1787.85
1920.916667,1817.39
1509.666667,1680.14
1790.166667,1687.13
1904.666667,2053.48
1986.333334,2070.85
2201.083334,2127.97
1691.25,1516.70
1420.5,1573.29
1308.916667,1487.49
1430.75,1489.14
1726.916667,1840.65
1594.833334,1472.74
1542.666667,1740.28
1491.416667,1403.72
1974.833334,1930.60
1598.333334,1492.92
1625.25,1448.84
1552.916667,1758.70
1297.333334,1416.32
1129.083334,1018.75
1149.5,1046.58
1076.666667,1091.10
1117.083334,1027.82
1322.166667,1499.35
1293.583334,1189.30
1498.833334,1533.53
