load (MW),Change1
1376.416667,1317.71
1168.25,1228.45
1175.75,1284.23
828.5833335,882.23
842.25,818.98
1344.333334,1438.78
2273.833334,2541.09
2122,2236.92
1770.083334,1732.06
2005.583334,1752.67
2701.916667,2754.09
1907.916667,2126.46
1457.416667,1674.43
1556.833334,1350.87
1350.333334,1420.89
1963.25,1832.58
1873.166667,1679.61
1404.416667,1261.54
1672.75,1664.63
2283.166667,2488.15
2126.333334,2392.71
2067.083334,1959.24
2045.583334,2250.02
1765.333334,2018.73
1934.25,1811.77
2533.166667,2825.32
2073.916667,2363.72
2133.25,2269.59
1960.916667,2231.16
1658.166667,1842.93
2515.583334,2892.52
2200.416667,2290.84
2024.583334,1839.03
1716.166667,1931.27
1571.583334,1557.46
1831.833334,1625.83
1839.083334,1759.85
1574.333334,1708.56
1901.333334,1894.76
1851.083334,2119.20
1618.333334,1816.58
1483.833334,1655.58
1550.5,1619.71
1791.666667,1715.59
1418,1393.25
1525,1599.63
1911.333334,2169.44
2046.916667,1959.47
2100.166667,2349.78
1563.166667,1537.35
1397.583334,1219.69
1012.25,1024.93
1484.916667,1449.05
1640.666667,1702.29
1403.25,1366.14
1518.416667,1550.66
1674.083334,1552.66
1583,1556.51
1738.333334,1926.94
1506.333334,1722.80
1170.5,1298.24
931.25,998.07
1009.75,1067.68
835.5833335,822.55
764.5833335,723.05
784.5,736.99
873.3333335,927.28
1170.916667,1072.18
1442.083334,1629.69
