load (MW),Change1
1400.75,1377.25
1477.25,1476.96
1318.75,1226.73
1353.083334,1175.79
1442.25,1555.90
2109.5,2081.73
2277.416667,2359.49
2212.916667,1967.75
2305.666667,2043.06
2292.916667,2416.95
2110.583334,2241.29
1540.75,1701.16
1509.75,1639.48
1727.833334,1699.25
1857.333334,2023.90
1901,1647.91
1829.833334,1832.68
1702.916667,1735.79
2135.666667,2048.84
2116,2011.54
2110.583334,1883.54
1795,1618.41
1968.416667,1999.25
1692.083334,1533.17
2914.75,2866.63
2672.166667,2772.29
2324.666667,2112.66
2144.75,2172.85
1758.75,1756.38
2088.666667,2263.74
1979.333334,2261.10
1677.5,1867.53
1901.25,2002.86
1578.416667,1633.49
1523.416667,1518.38
2164.083334,2021.15
2150.416667,1982.64
1951,2221.65
1596.583334,1718.66
1827.333334,1946.52
1560.25,1657.60
1654.75,1637.89
1690.25,1510.68
1347.5,1403.27
1648.416667,1795.78
1915.166667,2113.51
1840.416667,1576.76
1840.916667,1918.89
1558.75,1490.37
1220.666667,1125.17
1206.333334,1106.19
1402.083334,1509.16
1344,1517.94
1541.666667,1701.30
1517.666667,1386.42
1458.666667,1588.25
2016.083334,1817.02
1344.333334,1512.57
1221.166667,1215.55
1225.5,1089.84
1183.416667,1336.34
1219.083334,1217.83
1129.416667,1219.67
1140.666667,1171.66
1109.333334,1002.96
1153.25,1228.83
1120.916667,1007.03
1654.083334,1880.03
